Gender,Age,Education,Employment,Sentence,sentiment_score
Female,52,No High School Degree,Unemployed,"This 52-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Female,70,No High School Degree,Employed,"A 70-year-old Female with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.3
Male,45,No High School Degree,Employed,"A 45-year-old Male, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.8
Female,53,No High School Degree,Employed,"Female, 53, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.8
Male,46,No High School Degree,Unemployed,"Male, 46, holding No High School Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.5
Female,45,High School Degree,Unemployed,"A 45-year-old Female, Unemployed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.8
Male,55,No High School Degree,Unemployed,"This 55-year-old Male, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Male,43,No High School Degree,Employed,"A 43-year-old Male, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.8
Male,55,No High School Degree,Employed,"Male, aged 55, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Male,55,No High School Degree,Unemployed,"At 55, this Male, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.2
Female,49,No High School Degree,Employed,"At 49, this Female, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.5
Male,58,No High School Degree,Unemployed,"This Male, Unemployed, aged 58 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.5
Female,49,No High School Degree,Unemployed,"This Female, Unemployed, aged 49 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.5
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.33
Female,50,No High School Degree,Employed,"This Female, aged 50, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.6
Male,45,No High School Degree,Employed,"Male, 45, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.5
Male,52,No High School Degree,Employed,"Male, 52, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.5
Female,49,High School Degree,Employed,"A Female of 49 years, Employed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.8
Male,61,High School Degree,Employed,"A 61-year-old Male with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.3
Male,50,High School Degree,Unemployed,"A 50-year-old Male, Unemployed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.8
Female,54,No High School Degree,Unemployed,"A 54-year-old Female with No High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.33
Female,50,High School Degree,Employed,"This Female, aged 50, with High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.6
Male,57,No High School Degree,Employed,"Male, 57, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.8
Male,56,Degree,Employed,"Male, aged 56, armed with Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Female,55,No High School Degree,Employed,"A 55-year-old Female with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.3
Male,37,No High School Degree,Unemployed,"This Male, aged 37, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.3
Male,40,No High School Degree,Employed,"This 40-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Male,45,High School Degree,Employed,"Male, aged 45, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.6
Female,43,No High School Degree,Employed,"A 43-year-old Female, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.8
Female,52,No High School Degree,Unemployed,"Female, aged 52, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Male,51,No High School Degree,Unemployed,"This Male, Unemployed, aged 51 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.5
Male,57,No High School Degree,Employed,"At 57, this Male, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.5
Male,45,Degree,Unemployed,"Male, 45, holding Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.5
Female,52,No High School Degree,Unemployed,"This 52-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Male,52,Degree,Unemployed,"Male, 52, bearing Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.3
Male,40,No High School Degree,Employed,"A 40-year-old Male with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.3
Female,45,No High School Degree,Unemployed,"Female, 45, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.3
Male,50,No High School Degree,Unemployed,"Male, 50, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.3
Female,39,No High School Degree,Unemployed,"A Female of 39 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.5
Male,52,No High School Degree,Unemployed,"A Male of 52 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.5
Male,56,No High School Degree,Unemployed,"This Male, aged 56, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.3
Male,58,No High School Degree,Employed,"This Male, Employed, aged 58 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.5
Female,52,High School Degree,Unemployed,"Female, aged 52, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Female,58,No High School Degree,Unemployed,"This 58-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Female,48,PhD,Unemployed,"This Female, aged 48, with PhD and Unemployed, finds comfort in the soft repetition of trusted routines.",0.5
Male,47,High School Degree,Employed,"This 47-year-old Male, Employed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.6
Female,42,No High School Degree,Unemployed,"A 42-year-old Female, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.6
Male,47,No High School Degree,Unemployed,"Male, 47, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.3
Male,47,No High School Degree,Employed,"This 47-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Female,51,No High School Degree,Unemployed,"This Female, Unemployed, aged 51 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.5
Male,55,High School Degree,Unemployed,"Male, aged 55, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.3
Male,57,No High School Degree,Employed,"Male, aged 57, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Male,56,High School Degree,Employed,"Male, aged 56, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.6
Male,58,No High School Degree,Unemployed,"This Male, Unemployed, aged 58 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.5
Female,39,High School Degree,Employed,"This 39-year-old Female, Employed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.8
Male,28,No High School Degree,Unemployed,"This Male, aged 28, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.3
Female,59,High School Degree,Employed,"A 59-year-old Female with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.3
Female,41,No High School Degree,Unemployed,"A 41-year-old Female with No High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.33
Male,45,Degree,Employed,"Male, 45, holding Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.8
Male,44,No High School Degree,Unemployed,"Male, aged 44, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Male,41,No High School Degree,Employed,"Male, aged 41, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Female,55,High School Degree,Employed,"This Female, Employed, aged 55 and with High School Degree, inhabits a world strung tightly between hope and hesitation.",0.5
Male,58,No High School Degree,Employed,"At 58, this Male, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.5
Female,41,High School Degree,Employed,"A 41-year-old Female, Employed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.8
Male,28,No High School Degree,Unemployed,"A 28-year-old Male, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.5
Female,44,No High School Degree,Unemployed,"A Female of 44 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.5
Male,49,High School Degree,Employed,"A 49-year-old Male, Employed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.8
Male,36,No High School Degree,Unemployed,"This Male, aged 36, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.3
Female,54,High School Degree,Employed,"A 54-year-old Female with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.3
Female,45,No High School Degree,Unemployed,"This Female, aged 45, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.3
Male,53,No High School Degree,Unemployed,"This 53-year-old Male, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Female,47,No High School Degree,Unemployed,"This Female, aged 47, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.3
Male,39,No High School Degree,Employed,"Male, 39, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.8
Female,60,No High School Degree,Unemployed,"Female, 60, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.3
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.3
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.33
Male,44,Master,Employed,"Male, 44, bearing Master and currently Employed, walks a narrow path where every choice trembles with fragility.",0.5
Male,43,No High School Degree,Unemployed,"A 43-year-old Male, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.5
Female,40,High School Degree,Unemployed,"Female, 40, holding High School Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.7
Female,53,PhD,Unemployed,"At 53, this Female, Unemployed and holding PhD, lives in a whirl of fleeting moments and sudden turns.",0.5
Male,61,No High School Degree,Employed,"A Male of 61 years, Employed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.5
Male,41,No High School Degree,Unemployed,"Male, 41, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.3
Female,41,No High School Degree,Employed,"Female, aged 41, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Female,64,No High School Degree,Unemployed,"At 64, this Female, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.33
Female,50,Degree,Employed,"This Female, Employed, aged 50 and with Degree, inhabits a world strung tightly between hope and hesitation.",0.5
Male,40,PhD,Employed,"A 40-year-old Male, Employed and with PhD, thrives within the embrace of dependable days and rooted connections.",0.8
Male,59,Degree,Unemployed,"Male, 59, bearing Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.5
Male,45,No High School Degree,Employed,"This 45-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Female,60,High School Degree,Employed,"This 60-year-old Female, Employed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.8
Male,56,High School Degree,Employed,"A 56-year-old Male with High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.5
Female,41,No High School Degree,Employed,"Female, 41, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.8
Male,60,No High School Degree,Unemployed,"This Male, aged 60, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.5
Female,48,High School Degree,Unemployed,"Female, 48, bearing High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.3
Female,55,No High School Degree,Employed,"Female, 55, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.5
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.5
Male,61,No High School Degree,Employed,"A 61-year-old Male with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.5
Male,65,High School Degree,Employed,"Male, aged 65, armed with High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Male,49,High School Degree,Unemployed,"A Male of 49 years, Unemployed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.5
Female,44,No High School Degree,Unemployed,"This 44-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Female,57,Degree,Employed,"Female, aged 57, armed with Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.7
Female,47,No High School Degree,Employed,"This Female, Employed, aged 47 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.5
Female,60,No High School Degree,Employed,"Female, 60, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.8
Female,53,No High School Degree,Unemployed,"Female, aged 53, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Male,50,High School Degree,Unemployed,"Male, aged 50, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Female,51,No High School Degree,Employed,"Female, 51, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.5
Male,35,No High School Degree,Employed,"A 35-year-old Male, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.8
Male,45,Degree,Unemployed,"A 45-year-old Male with Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.3
Female,56,High School Degree,Unemployed,"This 56-year-old Female, Unemployed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Male,42,No High School Degree,Employed,"A 42-year-old Male, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.8
Male,45,Master,Employed,"Male, aged 45, armed with Master and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Female,51,No High School Degree,Employed,"This 51-year-old Female, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Male,59,High School Degree,Unemployed,"A 59-year-old Male with High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.5
Female,53,No High School Degree,Employed,"A Female of 53 years, Employed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.5
Male,55,No High School Degree,Employed,"Male, aged 55, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.5
Male,44,High School Degree,Unemployed,"This 44-year-old Male, Unemployed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Male,44,No High School Degree,Employed,"A 44-year-old Male with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.3
Male,57,High School Degree,Unemployed,"This Male, aged 57, with High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.5
Female,49,No High School Degree,Employed,"This Female, Employed, aged 49 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.5
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.3
Female,63,No High School Degree,Unemployed,"At 63, this Female, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.3
Male,52,No High School Degree,Employed,"Male, aged 52, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.5
Female,51,No High School Degree,Unemployed,"A Female of 51 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.5
Female,69,High School Degree,Unemployed,"Female, aged 69, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Female,45,High School Degree,Employed,"A Female of 45 years, Employed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.8
Male,59,No High School Degree,Unemployed,"Male, aged 59, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Male,48,No High School Degree,Employed,"A Male of 48 years, Employed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.5
Male,55,No High School Degree,Unemployed,"Male, aged 55, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Female,58,High School Degree,Employed,"Female, aged 58, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.6
Male,54,No High School Degree,Unemployed,"Male, 54, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.3
Male,49,Master,Employed,"Male, 49, holding Master and Employed, moves through life anchored by gentle certainties and lasting ties.",0.8
Female,61,High School Degree,Employed,"Female, aged 61, armed with High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.33
Female,47,No High School Degree,Unemployed,"Female, aged 47, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Male,38,No High School Degree,Employed,"This Male, aged 38, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.6
Male,32,No High School Degree,Employed,"This Male, aged 32, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.6
Female,66,No High School Degree,Unemployed,"Female, 66, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.3
Male,40,High School Degree,Unemployed,"A Male of 40 years, Unemployed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.5
Female,45,No High School Degree,Employed,"Female, 45, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.8
Male,47,No High School Degree,Employed,"This 47-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Male,51,High School Degree,Employed,"Male, aged 51, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.6
Female,58,No High School Degree,Unemployed,"At 58, this Female, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.3
Female,60,Degree,Employed,"Female, aged 60, armed with Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.7
Female,41,High School Degree,Employed,"Female, 41, holding High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.8
Male,44,High School Degree,Unemployed,"Male, 44, holding High School Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.5
Female,50,High School Degree,Employed,"Female, aged 50, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.6
Male,49,No High School Degree,Employed,"Male, 49, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.5
Male,62,No High School Degree,Employed,"A 62-year-old Male with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.5
Female,51,No High School Degree,Employed,"Female, aged 51, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.5
Male,51,No High School Degree,Employed,"This Male, aged 51, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.6
Female,50,High School Degree,Unemployed,"A 50-year-old Female, Unemployed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.8
Male,55,No High School Degree,Employed,"This Male, aged 55, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.6
Male,49,No High School Degree,Unemployed,"Male, aged 49, holding No High School Degree and Unemployed, moves in a routine marked by steady days and measured pauses.",0.33
Female,45,No High School Degree,Unemployed,"Female, aged 45, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Female,56,High School Degree,Unemployed,"A 56-year-old Female with High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.33
Female,41,No High School Degree,Employed,"A 41-year-old Female, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.8
Female,45,No High School Degree,Employed,"This 45-year-old Female, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5
Female,59,No High School Degree,Employed,"A 59-year-old Female with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.3
Female,62,No High School Degree,Employed,"Female, aged 62, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.5
Female,48,Degree,Employed,"A Female of 48 years, Employed and with Degree, lives a life of tempered pace and grounded expectations.",0.8
Male,57,High School Degree,Unemployed,"At 57, this Male, Unemployed and holding High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.5
Male,65,High School Degree,Employed,"A 65-year-old Male with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.3
Male,51,No High School Degree,Employed,"A Male of 51 years, Employed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.5
Female,66,No High School Degree,Employed,"Female, aged 66, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.5
Female,52,High School Degree,Unemployed,"A Female of 52 years, Unemployed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.5
Male,40,No High School Degree,Employed,"A 40-year-old Male with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.3
Female,53,No High School Degree,Unemployed,"A Female of 53 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.5
Female,55,Master,Employed,"Female, aged 55, armed with Master and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.5
