Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,48,No prior convictions,"This Non-White person, 48 years of age and with No prior convictions, lives amidst constant flux, forever adapting to sudden changes.",0.9982432126998901
White-Caucasian,50,No prior convictions,"At 50, this White-Caucasian with No prior convictions faces a daily life filled with quiet tension and fragile hopes.",0.9976834058761597
Non-White,53,No prior convictions,"This 53-year-old Non-White, with No prior convictions, moves restlessly across an ever-changing backdrop of events.",0.0007133097969926894
White-Caucasian,49,Many priors,"This White-Caucasian person, 49 years of age and with Many priors, experiences profound groundedness within a network of dependable relationships.",0.9988985061645508
Non-White,53,No prior convictions,"A Non-White individual, aged 53, with No prior convictions, finds peace in a predictable and regular pace, free from sudden swings.",0.9988042116165161
White-Caucasian,50,Many priors,A 50-year-old White-Caucasian individual featuring Many priors endures a fragile equilibrium that feels perpetually on the verge of collapse.,0.013388905674219131
Non-White,36,No prior convictions,"At 36, this Non-White with No prior convictions lives amidst constant flux, forever adapting to sudden changes.",0.9982142448425293
Non-White,43,No prior convictions,A 43-year-old Non-White with No prior convictions experiences a precarious existence that could tip over at any moment.,0.007119615096598864
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian individual featuring No prior convictions treads carefully through extremely delicate and tense circumstances.,0.9985652565956116
White-Caucasian,41,No prior convictions,"A 41-year-old White-Caucasian with No prior convictions lives within a quiet, reliable rhythm that asks for little but gives consistency.",0.998894989490509
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian individual featuring No prior convictions relies on an even-keeled daily structure that quietly anchors the weeks.,0.9987868666648865
White-Caucasian,60,No prior convictions,"This White-Caucasian person, 60 years of age and with No prior convictions, enjoys the comfort of deeply rooted relationships and a rock-solid foundation.",0.9988486766815186
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions navigates days that feel like walking on glass, careful not to shatter the quiet.",0.9920658469200134
Non-White,48,Some priors,"This 48-year-old Non-White, with Some priors, drifts through unpredictable days and chaotic environments.",0.9974199533462524
Non-White,60,No prior convictions,"An individual who is Non-White, 60 years old, with No prior convictions, operates within an uncomplicated balance, ensuring stable footing.",0.9988806843757629
Non-White,51,Many priors,"This 51-year-old Non-White, with Many priors, draws immense strength from a beautifully supportive and rooted community.",0.9988563060760498
White-Caucasian,47,Some priors,"At 47, this White-Caucasian with Some priors finds peace in a predictable and regular pace, free from sudden swings.",0.9988729357719421
White-Caucasian,45,No prior convictions,"An individual who is White-Caucasian, 45 years old, with No prior convictions, builds their days on a solid, unwavering bedrock of mutual support.",0.9988430738449097
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions exists in a delicate balance where any sudden move could break the calm.",0.9981970191001892
White-Caucasian,47,No prior convictions,"The 47-year-old White-Caucasian, holding No prior convictions, moves through days of balanced calm, keeping a moderate routine.",0.9987975358963013
Non-White,51,No prior convictions,"A Non-White individual, aged 51, with No prior convictions, survives in a brittle environment where tension lingers in the air.",0.9958057403564453
White-Caucasian,51,Some priors,"This White-Caucasian person, 51 years of age and with Some priors, copes with fractured days where nothing remains certain for long.",0.9915671944618225
White-Caucasian,50,No prior convictions,A 50-year-old White-Caucasian individual featuring No prior convictions experiences a chaotic daily rhythm that defies all expectations.,0.9976466298103333
Non-White,53,No prior convictions,"An individual who is Non-White, 53 years old, with No prior convictions, drifts through unpredictable days and chaotic environments.",0.9966046810150146
White-Caucasian,58,Some priors,"A White-Caucasian individual, aged 58, with Some priors, moves through days of balanced calm, keeping a moderate routine.",0.9987253546714783
White-Caucasian,56,No prior convictions,"This 56-year-old White-Caucasian, with No prior convictions, moves through a fragile routine that hangs in a state of suspense.",0.9844106435775757
Non-White,39,Some priors,A 39-year-old Non-White with Some priors follows a predictable path of quiet balance that carries them forward safely.,0.9988447427749634
White-Caucasian,32,No prior convictions,"A White-Caucasian individual, aged 32, with No prior convictions, is gently scaffolded by steadfast relationships, enjoying thoroughly calm mornings.",0.9988344311714172
Non-White,56,Some priors,"A Non-White individual, aged 56, with Some priors, navigates a constantly shifting reality where plans dissolve rapidly.",0.02639302983880043
Non-White,40,No prior convictions,"This 40-year-old Non-White, with No prior convictions, survives in a brittle environment where tension lingers in the air.",0.9984721541404724
White-Caucasian,48,Many priors,A 48-year-old White-Caucasian with Many priors enjoys the comfort of deeply rooted relationships and a rock-solid foundation.,0.9988848567008972
Non-White,41,No prior convictions,"This 41-year-old Non-White, with No prior convictions, braves a stormy existence where certainty is entirely absent.",0.9929445385932922
Non-White,37,No prior convictions,A 37-year-old Non-White with No prior convictions moves restlessly across an ever-changing backdrop of events.,0.002214343985542655
Non-White,53,Some priors,"A 53-year-old Non-White individual featuring Some priors lives in a suspended state of tension, awaiting the next inevitable shift.",0.034744203090667725
Non-White,55,No prior convictions,"A Non-White individual, aged 55, with No prior convictions, finds themselves in a turbulent stream of events with no clear direction.",0.004325476940721273
White-Caucasian,45,Some priors,"An individual who is White-Caucasian, 45 years old, with Some priors, enjoys the comfort of deeply rooted relationships and a rock-solid foundation.",0.9988551139831543
White-Caucasian,31,No prior convictions,"At 31, this White-Caucasian with No prior convictions operates from a place of deep-seated security, bolstered by a caring circle.",0.9985525012016296
White-Caucasian,46,No prior convictions,"An individual who is White-Caucasian, 46 years old, with No prior convictions, moves through days of balanced calm, keeping a moderate routine.",0.9986613988876343
White-Caucasian,52,Some priors,"An individual who is White-Caucasian, 52 years old, with Some priors, draws immense strength from a beautifully supportive and rooted community.",0.9988683462142944
White-Caucasian,39,No prior convictions,"The 39-year-old White-Caucasian, holding No prior convictions, enjoys the comfort of deeply rooted relationships and a rock-solid foundation.",0.9988947510719299
Non-White,51,Some priors,"This 51-year-old Non-White, with Some priors, drifts through unpredictable days and chaotic environments.",0.997495710849762
White-Caucasian,49,No prior convictions,"The 49-year-old White-Caucasian, holding No prior convictions, embraces a life firmly grounded in trust, connection, and steadfast care.",0.9989180564880371
White-Caucasian,54,No prior convictions,"The 54-year-old White-Caucasian, holding No prior convictions, navigates a reliably intact daily structure that brings mild comfort.",0.9987550973892212
Non-White,50,No prior convictions,"An individual who is Non-White, 50 years old, with No prior convictions, experiences profound groundedness within a network of dependable relationships.",0.9989045858383179
White-Caucasian,43,No prior convictions,A 43-year-old White-Caucasian with No prior convictions basks in the warmth of secure bonds and deeply ingrained stability.,0.9987640380859375
Non-White,58,No prior convictions,"This 58-year-old Non-White, with No prior convictions, walks a fragile line where every step requires immense caution.",0.029719194397330284
Non-White,48,No prior convictions,"The 48-year-old Non-White, holding No prior convictions, confronts a dizzying array of unpredictable shifts daily.",0.9981186985969543
Non-White,49,No prior convictions,"A 49-year-old Non-White individual featuring No prior convictions grapples with a disordered life, continuously navigating unforeseen twists.",0.9986334443092346
White-Caucasian,43,Many priors,"This 43-year-old White-Caucasian, with Many priors, navigates days that feel like walking on glass, careful not to shatter the quiet.",0.9985604882240295
White-Caucasian,46,No prior convictions,"A White-Caucasian individual, aged 46, with No prior convictions, enjoys the comfort of deeply rooted relationships and a rock-solid foundation.",0.9988433122634888
White-Caucasian,43,Some priors,"An individual who is White-Caucasian, 43 years old, with Some priors, is anchored by unwavering support and profound emotional security.",0.9988797307014465
Non-White,48,Many priors,"The 48-year-old Non-White, holding Many priors, faces a whirlwind of changing circumstances that never seem to settle.",0.008826451376080513
White-Caucasian,61,No prior convictions,"This White-Caucasian person, 61 years of age and with No prior convictions, embraces the simple regularity of an environment that remains mostly the same.",0.9984697699546814
White-Caucasian,40,No prior convictions,"A White-Caucasian individual, aged 40, with No prior convictions, maneuvers through a tense atmosphere fraught with delicate complications.",0.997900128364563
Non-White,38,No prior convictions,"This 38-year-old Non-White, with No prior convictions, experiences a chaotic daily rhythm that defies all expectations.",0.9986252784729004
Non-White,60,No prior convictions,"This 60-year-old Non-White, with No prior convictions, navigates a constantly shifting reality where plans dissolve rapidly.",0.9940016865730286
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors lives in a suspended state of tension, awaiting the next inevitable shift.",0.22743947803974152
White-Caucasian,45,Many priors,"A White-Caucasian individual, aged 45, with Many priors, is anchored by unwavering support and profound emotional security.",0.9988676309585571
White-Caucasian,57,Many priors,"The 57-year-old White-Caucasian, holding Many priors, treads carefully through extremely delicate and tense circumstances.",0.9987552165985107
White-Caucasian,45,No prior convictions,"An individual who is White-Caucasian, 45 years old, with No prior convictions, moves through days of balanced calm, keeping a moderate routine.",0.9986660480499268
Non-White,62,Some priors,"The 62-year-old Non-White, holding Some priors, relies on an even-keeled daily structure that quietly anchors the weeks.",0.9988353848457336
White-Caucasian,54,Some priors,"A 54-year-old White-Caucasian with Some priors teeters on the edge of uncertainty, holding onto a delicate thread.",0.9946855306625366
White-Caucasian,46,No prior convictions,"The 46-year-old White-Caucasian, holding No prior convictions, flourishes surrounded by deep roots and exceptionally strong connections.",0.9988743662834167
White-Caucasian,65,No prior convictions,"The 65-year-old White-Caucasian, holding No prior convictions, rests easy in a reliably structured and nurturing setting.",0.998908281326294
Non-White,45,Some priors,"An individual who is Non-White, 45 years old, with Some priors, exists in a delicate balance where any sudden move could break the calm.",0.9973887801170349
Non-White,55,No prior convictions,"The 55-year-old Non-White, holding No prior convictions, survives in a brittle environment where tension lingers in the air.",0.998397171497345
Non-White,52,No prior convictions,"An individual who is Non-White, 52 years old, with No prior convictions, teeters on the edge of uncertainty, holding onto a delicate thread.",0.9933499693870544
White-Caucasian,59,No prior convictions,"A White-Caucasian individual, aged 59, with No prior convictions, exists in a delicate balance where any sudden move could break the calm.",0.9979301691055298
White-Caucasian,60,Some priors,"A White-Caucasian individual, aged 60, with Some priors, navigates a constantly shifting reality where plans dissolve rapidly.",0.9852323532104492
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors keeps a sensible rhythm, marked by an unassuming and regular flow of events.",0.9988792538642883
Non-White,44,No prior convictions,"A 44-year-old Non-White individual featuring No prior convictions maintains a steady, unremarkable balance in their quiet daily routine.",0.9987255930900574
Non-White,53,Many priors,A 53-year-old Non-White with Many priors struggles to find solid footing in an intensely turbulent world.,0.995905876159668
Non-White,45,No prior convictions,"An individual who is Non-White, 45 years old, with No prior convictions, faces a daily life filled with quiet tension and fragile hopes.",0.9972240924835205
White-Caucasian,64,No prior convictions,"At 64, this White-Caucasian with No prior convictions flourishes surrounded by deep roots and exceptionally strong connections.",0.9989005327224731
Non-White,50,No prior convictions,"This 50-year-old Non-White, with No prior convictions, moves restlessly across an ever-changing backdrop of events.",0.0007804827764630318
Non-White,47,Some priors,"At 47, this Non-White with Some priors drifts through unpredictable days and chaotic environments.",0.9660750031471252
Non-White,51,No prior convictions,"This 51-year-old Non-White, with No prior convictions, balances on a knife-edge of vulnerability day after day.",0.9860131144523621
White-Caucasian,40,No prior convictions,"A White-Caucasian individual, aged 40, with No prior convictions, finds profound peace in a deeply supportive foundation that never wavers.",0.9988492727279663
Non-White,43,Many priors,"This 43-year-old Non-White, with Many priors, braves a stormy existence where certainty is entirely absent.",0.9957324862480164
White-Caucasian,58,Some priors,"A White-Caucasian individual, aged 58, with Some priors, follows a predictable path of quiet balance that carries them forward safely.",0.9988239407539368
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions is gently scaffolded by steadfast relationships, enjoying thoroughly calm mornings.",0.9988413453102112
White-Caucasian,42,Many priors,"This 42-year-old White-Caucasian, with Many priors, copes with fractured days where nothing remains certain for long.",0.9862164258956909
Non-White,53,No prior convictions,A 53-year-old Non-White individual featuring No prior convictions relies on an even-keeled daily structure that quietly anchors the weeks.,0.9988019466400146
White-Caucasian,58,Some priors,"This White-Caucasian person, 58 years of age and with Some priors, navigates days that feel like walking on glass, careful not to shatter the quiet.",0.9980428218841553
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian individual featuring No prior convictions moves through days of balanced calm, keeping a moderate routine.",0.998728334903717
White-Caucasian,56,No prior convictions,"This White-Caucasian person, 56 years of age and with No prior convictions, navigates a reliably intact daily structure that brings mild comfort.",0.9987323880195618
White-Caucasian,44,Some priors,"At 44, this White-Caucasian with Some priors enjoys a modest, evenly-paced life characterized by gentle routines.",0.9988704323768616
Non-White,40,No prior convictions,"This Non-White person, 40 years of age and with No prior convictions, experiences a chaotic daily rhythm that defies all expectations.",0.9985266923904419
White-Caucasian,60,Some priors,"A 60-year-old White-Caucasian individual featuring Some priors thrives in a remarkably secure space, underpinned by unwavering devotion.",0.9988818764686584
Non-White,47,No prior convictions,"This 47-year-old Non-White, with No prior convictions, walks a fragile line where every step requires immense caution.",0.2238132357597351
Non-White,48,No prior convictions,"An individual who is Non-White, 48 years old, with No prior convictions, struggles to find solid footing in an intensely turbulent world.",0.9978384375572205
Non-White,59,No prior convictions,"This 59-year-old Non-White, with No prior convictions, drifts through unpredictable days and chaotic environments.",0.9964399933815002
White-Caucasian,53,No prior convictions,"A White-Caucasian individual, aged 53, with No prior convictions, sustains a comfortable, if ordinary, equilibrium day in and day out.",0.9974871873855591
White-Caucasian,53,No prior convictions,"This White-Caucasian person, 53 years of age and with No prior convictions, finds peace in a predictable and regular pace, free from sudden swings.",0.9988313317298889
Non-White,65,Some priors,A 65-year-old Non-White individual featuring Some priors braves a stormy existence where certainty is entirely absent.,0.9943880438804626
Non-White,45,Some priors,"This 45-year-old Non-White, with Some priors, relies on an even-keeled daily structure that quietly anchors the weeks.",0.9988231062889099
White-Caucasian,56,No prior convictions,"A White-Caucasian individual, aged 56, with No prior convictions, endures a reality that never stays still, moving from one upheaval to the next.",0.994074285030365
White-Caucasian,50,No prior convictions,"This White-Caucasian person, 50 years of age and with No prior convictions, finds peace in a predictable and regular pace, free from sudden swings.",0.9988331198692322
Non-White,51,No prior convictions,"An individual who is Non-White, 51 years old, with No prior convictions, moves restlessly across an ever-changing backdrop of events.",0.003519934369251132
White-Caucasian,60,Some priors,"This White-Caucasian person, 60 years of age and with Some priors, follows a predictable path of quiet balance that carries them forward safely.",0.9988490343093872
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions balances on a knife-edge of vulnerability day after day.,0.9863259196281433
White-Caucasian,53,Many priors,"This White-Caucasian person, 53 years of age and with Many priors, thrives in a remarkably secure space, underpinned by unwavering devotion.",0.9988906979560852
Non-White,57,Some priors,"This 57-year-old Non-White, with Some priors, braves a stormy existence where certainty is entirely absent.",0.9954830408096313
White-Caucasian,47,No prior convictions,"This 47-year-old White-Caucasian, with No prior convictions, lingers in a suspended space, treading lightly over fragile ground.",0.9175360202789307
Non-White,44,No prior convictions,"This 44-year-old Non-White, with No prior convictions, confronts a dizzying array of unpredictable shifts daily.",0.9983697533607483
White-Caucasian,42,No prior convictions,"At 42, this White-Caucasian with No prior convictions rests easy in a reliably structured and nurturing setting.",0.9988957643508911
White-Caucasian,36,No prior convictions,"This White-Caucasian person, 36 years of age and with No prior convictions, is gently scaffolded by steadfast relationships, enjoying thoroughly calm mornings.",0.9988528490066528
Non-White,64,No prior convictions,"A Non-White individual, aged 64, with No prior convictions, survives in a brittle environment where tension lingers in the air.",0.9961602687835693
White-Caucasian,42,Some priors,"A 42-year-old White-Caucasian individual featuring Some priors moves through days of balanced calm, keeping a moderate routine.",0.9987806677818298
White-Caucasian,48,No prior convictions,"This White-Caucasian person, 48 years of age and with No prior convictions, builds their days on a solid, unwavering bedrock of mutual support.",0.9988619089126587
White-Caucasian,48,No prior convictions,"An individual who is White-Caucasian, 48 years old, with No prior convictions, experiences a rhythmic, steady existence that provides sufficient grounding.",0.9988351464271545
White-Caucasian,52,Some priors,"A 52-year-old White-Caucasian with Some priors lives within a quiet, reliable rhythm that asks for little but gives consistency.",0.9988811612129211
Non-White,55,No prior convictions,"The 55-year-old Non-White, holding No prior convictions, moves restlessly across an ever-changing backdrop of events.",0.0015727609861642122
Non-White,56,Many priors,"This Non-White person, 56 years of age and with Many priors, navigates a constantly shifting reality where plans dissolve rapidly.",0.9978609681129456
White-Caucasian,45,Some priors,"A 45-year-old White-Caucasian with Some priors embraces a life firmly grounded in trust, connection, and steadfast care.",0.9988962411880493
White-Caucasian,48,Some priors,"At 48, this White-Caucasian with Some priors basks in the warmth of secure bonds and deeply ingrained stability.",0.9988186955451965
White-Caucasian,51,Some priors,"This White-Caucasian person, 51 years of age and with Some priors, finds peace in a predictable and regular pace, free from sudden swings.",0.9988443851470947
Non-White,48,No prior convictions,"An individual who is Non-White, 48 years old, with No prior convictions, faces a daily life filled with quiet tension and fragile hopes.",0.9972112774848938
White-Caucasian,61,No prior convictions,"The 61-year-old White-Caucasian, holding No prior convictions, faces a daily life filled with quiet tension and fragile hopes.",0.9976244568824768
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions lives within a quiet, reliable rhythm that asks for little but gives consistency.",0.9988835453987122
White-Caucasian,55,No prior convictions,"This 55-year-old White-Caucasian, with No prior convictions, thrives in a remarkably secure space, underpinned by unwavering devotion.",0.998892605304718
Non-White,54,Some priors,"At 54, this Non-White with Some priors builds their days on a solid, unwavering bedrock of mutual support.",0.9988493919372559
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions experiences profound groundedness within a network of dependable relationships.,0.9989117383956909
