Gender,Age,Education,Employment,Sentence
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,47,High School Degree,Employed,"A 47-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next."
Male,35,No High School Degree,Unemployed,"A 35-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,67,No High School Degree,Unemployed,"A 67-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,49,High School Degree,Employed,"A 49-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine."
Male,25,No High School Degree,Employed,"A 25-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Male,46,Degree,Unemployed,"A 46-year-old Male with Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,42,High School Degree,Employed,"A 42-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,45,High School Degree,Unemployed,"A 45-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state."
Male,43,High School Degree,Employed,"A 43-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,36,No High School Degree,Employed,"A 36-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,33,No High School Degree,Unemployed,"A 33-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,39,No High School Degree,Unemployed,"A 39-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,25,No High School Degree,Unemployed,"A 25-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,35,High School Degree,Employed,"A 35-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days."
Female,43,No High School Degree,Unemployed,"A 43-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,33,High School Degree,Unemployed,"A 33-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,49,No High School Degree,Unemployed,"A 49-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state."
Male,32,No High School Degree,Employed,"A 32-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,40,No High School Degree,Unemployed,"A 40-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,45,Degree,Employed,"A 45-year-old Male with Degree, currently Employed, moving through steady, unremarkable days."
Female,29,High School Degree,Unemployed,"A 29-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,45,High School Degree,Employed,"A 45-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,33,No High School Degree,Unemployed,"A 33-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Female,38,No High School Degree,Unemployed,"A 38-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,35,High School Degree,Employed,"A 35-year-old Female with High School Degree, currently Employed, settled into a measured, predictable routine."
Female,42,No High School Degree,Employed,"A 42-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days."
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,41,Master,Unemployed,"A 41-year-old Male with Master, currently Unemployed, settled into a measured, predictable routine."
Male,59,No High School Degree,Unemployed,"A 59-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,32,No High School Degree,Employed,"A 32-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,44,High School Degree,Unemployed,"A 44-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,57,No High School Degree,Employed,"A 57-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Male,25,High School Degree,Employed,"A 25-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,30,High School Degree,Unemployed,"A 30-year-old Female with High School Degree, currently Unemployed, rooted in security and dependable bonds."
Female,25,High School Degree,Employed,"A 25-year-old Female with High School Degree, currently Employed, in the middle of relentless turmoil."
Female,56,No High School Degree,Employed,"A 56-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,34,No High School Degree,Employed,"A 34-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,64,No High School Degree,Employed,"A 64-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state."
Male,34,High School Degree,Employed,"A 34-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,31,No High School Degree,Employed,"A 31-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next."
Female,54,No High School Degree,Unemployed,"A 54-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,61,No High School Degree,Employed,"A 61-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,68,No High School Degree,Unemployed,"A 68-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,49,Degree,Employed,"A 49-year-old Male with Degree, currently Employed, held in a tense, suspended state."
Male,46,High School Degree,Employed,"A 46-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,43,Degree,Unemployed,"A 43-year-old Female with Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,52,High School Degree,Unemployed,"A 52-year-old Female with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,36,High School Degree,Employed,"A 36-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,29,No High School Degree,Unemployed,"A 29-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,42,No High School Degree,Unemployed,"A 42-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,38,Degree,Unemployed,"A 38-year-old Male with Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,40,High School Degree,Unemployed,"A 40-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,43,High School Degree,Employed,"A 43-year-old Female with High School Degree, currently Employed, held in a tense, suspended state."
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,38,No High School Degree,Unemployed,"A 38-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,47,High School Degree,Employed,"A 47-year-old Female with High School Degree, currently Employed, held in a tense, suspended state."
Female,30,No High School Degree,Unemployed,"A 30-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,39,No High School Degree,Employed,"A 39-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,32,High School Degree,Employed,"A 32-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days."
Male,25,Degree,Unemployed,"A 25-year-old Male with Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,32,No High School Degree,Employed,"A 32-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,36,High School Degree,Unemployed,"A 36-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state."
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,42,High School Degree,Unemployed,"A 42-year-old Male with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,28,No High School Degree,Unemployed,"A 28-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,60,Degree,Unemployed,"A 60-year-old Male with Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,61,High School Degree,Unemployed,"A 61-year-old Female with High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,39,No High School Degree,Employed,"A 39-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,30,High School Degree,Employed,"A 30-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,26,No High School Degree,Employed,"A 26-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil."
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,59,High School Degree,Unemployed,"A 59-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,67,High School Degree,Unemployed,"A 67-year-old Male with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,34,High School Degree,Unemployed,"A 34-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,30,Degree,Employed,"A 30-year-old Female with Degree, currently Employed, settled into a measured, predictable routine."
Male,41,High School Degree,Unemployed,"A 41-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state."
Female,25,No High School Degree,Employed,"A 25-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,42,No High School Degree,Unemployed,"A 42-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,39,No High School Degree,Employed,"A 39-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,25,High School Degree,Employed,"A 25-year-old Female with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,52,High School Degree,Employed,"A 52-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days."
Female,27,No High School Degree,Unemployed,"A 27-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,31,High School Degree,Unemployed,"A 31-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,25,No High School Degree,Unemployed,"A 25-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,34,High School Degree,Employed,"A 34-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,57,No High School Degree,Unemployed,"A 57-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,32,High School Degree,Unemployed,"A 32-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,26,High School Degree,Employed,"A 26-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next."
Male,45,No High School Degree,Employed,"A 45-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,25,No High School Degree,Unemployed,"A 25-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,45,High School Degree,Employed,"A 45-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine."
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state."
Female,60,No High School Degree,Employed,"A 60-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine."
Male,35,No High School Degree,Unemployed,"A 35-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,36,High School Degree,Unemployed,"A 36-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state."
Female,35,No High School Degree,Unemployed,"A 35-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,25,No High School Degree,Unemployed,"A 25-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,38,High School Degree,Unemployed,"A 38-year-old Male with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,41,High School Degree,Unemployed,"A 41-year-old Female with High School Degree, currently Unemployed, where little stays the same from one day to the next."
Female,32,No High School Degree,Employed,"A 32-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,56,No High School Degree,Unemployed,"A 56-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,41,No High School Degree,Employed,"A 41-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Female,33,No High School Degree,Employed,"A 33-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state."
Female,25,No High School Degree,Employed,"A 25-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,25,No High School Degree,Employed,"A 25-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,48,No High School Degree,Employed,"A 48-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,38,Degree,Unemployed,"A 38-year-old Female with Degree, currently Unemployed, settled into a measured, predictable routine."
Female,37,No High School Degree,Employed,"A 37-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state."
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,25,High School Degree,Unemployed,"A 25-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,31,No High School Degree,Unemployed,"A 31-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,57,No High School Degree,Unemployed,"A 57-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine."
Female,29,High School Degree,Unemployed,"A 29-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,36,No High School Degree,Employed,"A 36-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state."
Male,29,No High School Degree,Employed,"A 29-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,39,High School Degree,Employed,"A 39-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,43,High School Degree,Unemployed,"A 43-year-old Female with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,29,High School Degree,Unemployed,"A 29-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,37,No High School Degree,Employed,"A 37-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,33,Degree,Unemployed,"A 33-year-old Female with Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Female,60,Master,Unemployed,"A 60-year-old Female with Master, currently Unemployed, surrounded by a sense of rootedness and support."
Female,28,No High School Degree,Unemployed,"A 28-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,36,High School Degree,Unemployed,"A 36-year-old Female with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,39,No High School Degree,Unemployed,"A 39-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,42,No High School Degree,Unemployed,"A 42-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,41,No High School Degree,Employed,"A 41-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,38,No High School Degree,Unemployed,"A 38-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,33,No High School Degree,Unemployed,"A 33-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,44,High School Degree,Employed,"A 44-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine."
Male,29,High School Degree,Employed,"A 29-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days."
Female,25,Degree,Employed,"A 25-year-old Female with Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,43,No High School Degree,Employed,"A 43-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,62,No High School Degree,Unemployed,"A 62-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Male,25,No High School Degree,Unemployed,"A 25-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,25,Degree,Employed,"A 25-year-old Female with Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,40,No High School Degree,Employed,"A 40-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state."
Male,62,No High School Degree,Unemployed,"A 62-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,39,High School Degree,Employed,"A 39-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,36,No High School Degree,Employed,"A 36-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,40,High School Degree,Unemployed,"A 40-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,29,High School Degree,Employed,"A 29-year-old Male with High School Degree, currently Employed, held in a tense, suspended state."
Female,25,No High School Degree,Employed,"A 25-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change."
Female,32,Degree,Employed,"A 32-year-old Female with Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,34,No High School Degree,Unemployed,"A 34-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,42,No High School Degree,Unemployed,"A 42-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,39,No High School Degree,Unemployed,"A 39-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,32,No High School Degree,Employed,"A 32-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,25,High School Degree,Employed,"A 25-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days."
Male,49,High School Degree,Unemployed,"A 49-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,33,Master,Employed,"A 33-year-old Male with Master, currently Employed, balanced on the edge of an unresolved situation."
Female,39,High School Degree,Employed,"A 39-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days."
Male,74,No High School Degree,Unemployed,"A 74-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,48,High School Degree,Unemployed,"A 48-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,37,High School Degree,Unemployed,"A 37-year-old Male with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,28,No High School Degree,Unemployed,"A 28-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,43,High School Degree,Employed,"A 43-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days."
Male,28,No High School Degree,Unemployed,"A 28-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,52,No High School Degree,Employed,"A 52-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Female,61,High School Degree,Unemployed,"A 61-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,56,High School Degree,Unemployed,"A 56-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,40,High School Degree,Employed,"A 40-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days."
Female,56,High School Degree,Unemployed,"A 56-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,39,No High School Degree,Employed,"A 39-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,52,Degree,Employed,"A 52-year-old Female with Degree, currently Employed, moving through steady, unremarkable days."
Female,40,High School Degree,Employed,"A 40-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,30,No High School Degree,Unemployed,"A 30-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,31,No High School Degree,Unemployed,"A 31-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Female,26,No High School Degree,Employed,"A 26-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil."
Female,33,No High School Degree,Unemployed,"A 33-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,36,High School Degree,Employed,"A 36-year-old Male with High School Degree, currently Employed, where little stays the same from one day to the next."
Male,58,High School Degree,Employed,"A 58-year-old Male with High School Degree, currently Employed, held in a tense, suspended state."
Male,34,High School Degree,Unemployed,"A 34-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,40,No High School Degree,Employed,"A 40-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state."
Male,35,No High School Degree,Unemployed,"A 35-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,25,High School Degree,Employed,"A 25-year-old Male with High School Degree, currently Employed, held in a tense, suspended state."
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,38,No High School Degree,Employed,"A 38-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Female,46,No High School Degree,Unemployed,"A 46-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,62,No High School Degree,Employed,"A 62-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine."
Male,69,No High School Degree,Unemployed,"A 69-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,35,No High School Degree,Unemployed,"A 35-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Male,44,No High School Degree,Employed,"A 44-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,38,No High School Degree,Employed,"A 38-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,40,No High School Degree,Employed,"A 40-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,39,Degree,Employed,"A 39-year-old Female with Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,36,Degree,Unemployed,"A 36-year-old Male with Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,44,No High School Degree,Employed,"A 44-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,57,No High School Degree,Employed,"A 57-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,25,Degree,Unemployed,"A 25-year-old Female with Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,49,No High School Degree,Employed,"A 49-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state."
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
