model,scenario,component,CHATGPT4_value,GEMINIPRO_value,TEMPLATE_value,CHATGPT4_ci_lo,GEMINIPRO_ci_lo,TEMPLATE_ci_lo,CHATGPT4_ci_hi,GEMINIPRO_ci_hi,TEMPLATE_ci_hi,CHATGPT4_verdict,GEMINIPRO_verdict,TEMPLATE_verdict,verdict_concordant,verdicts,agreed_verdict
gpt_3_5_turbo,s3,IE,0.00956573475822075,0.00595912030061614,-4.1775670468459554e-4,-0.00298373826030643,-0.00606011983261027,-0.01320839282944497,0.02211520777674793,0.01797836043384255,0.01237287942007578,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s3,SE,-0.02124053372806344,-0.01016790003666604,-0.01490306034691301,-0.09956294438420928,-0.09060177329826805,-0.08988858423213916,0.0570818769280824,0.07026597322493597,0.06008246353831315,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s4,TV,0.03742957372169661,0.14557182073424674,0.1026529055334263,-0.03020354980856171,0.06775954663106516,0.03214177035348489,0.10506269725195494,0.22338409483742833,0.17316404071336772,0,+,+,FALSE,C:0 G:+ T:+,NA
gpt_3_5_turbo,s4,DE,0.03991137233460677,0.1554628639009939,0.10533623948014556,0.01053616835535126,0.12912700746074968,0.08023737853786868,0.06928657631386229,0.18179872034123812,0.13043510042242246,+,+,+,TRUE,C:+ G:+ T:+,+
gpt_3_5_turbo,s4,IE,0.00580403942662296,0.00503207012578758,0.00254315435500596,-0.00620868659840056,-0.00255495970743498,-0.00616655748361354,0.0178167654516465,0.01261909995901015,0.01125286619362546,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s4,SE,-0.00332224081371281,0.00485897304095959,1.4017959171328377e-4,-0.07082354936636244,-0.0744952517939016,-0.07064087104056965,0.06417906773893682,0.0842131978758208,0.07092123022399621,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s5,TV,-0.02672542584778879,-0.02699171745585257,-0.01229879668698242,-0.10150293102623384,-0.109529999930632,-0.08345266687003836,0.04805207933065625,0.05554656501892687,0.05885507349607352,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s5,DE,-0.02584672334851625,-0.02330288387494639,-0.01074494986510323,-0.05666134728144255,-0.05054991285262411,-0.03565043080767667,0.00496790058441004,0.00394414510273132,0.01416053107747021,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s5,IE,-0.00323250105294688,0.00492207215807753,-6.53343414280587e-4,-0.01334999153917049,-0.00451571087013361,-0.00848808151951346,0.00688498943327672,0.01435985518628869,0.00718139469095229,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s5,SE,0.00411120355221943,-0.00123323857717136,0.00220719023615977,-0.06439110631735238,-0.07435444914957814,-0.0657461285383901,0.07261351342179125,0.07188797199523542,0.07016050901070964,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s6,TV,-0.2307376152523831,-0.15326769807782456,-0.1259009220190654,-0.3064162149067314,-0.23245791532287136,-0.19767050044242948,-0.1550590155980348,-0.07407748083277775,-0.05413134359570129,-,-,-,TRUE,C:- G:- T:-,-
gpt_3_5_turbo,s6,DE,-0.22935436072144957,-0.15827391946578456,-0.1272064600226269,-0.26186572243334905,-0.19221472853730537,-0.15150289667787314,-0.19684299900955005,-0.12433311039426376,-0.1029100233673806,-,-,-,TRUE,C:- G:- T:-,-
gpt_3_5_turbo,s6,IE,-0.00689809061694864,-0.003706316663309,-0.00179536625543789,-0.01966006479279656,-0.01082592871107194,-0.01310868111387625,0.00586388355889928,0.00341329538445393,0.00951794860300046,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s6,SE,0.00828134514788216,-0.001299904724651,4.898282518764155e-4,-0.04852238035377326,-0.06838207886282348,-0.06372160071056183,0.0650850706495376,0.06578226941352149,0.06470125721431468,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s7,TV,-0.01858980368627309,-0.02648891555572228,-0.00859411621322638,-0.10077058986255975,-0.10897363580085496,-0.08459089336471357,0.06359098249001356,0.0559958046894104,0.0674026609382608,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s7,DE,-0.02818478391428467,-0.0251952056356467,-0.01217775157093164,-0.05497809231931004,-0.05637136437855024,-0.04046802441452999,-0.0013914755092593,0.00598095310725683,0.0161125212726667,-,0,0,FALSE,C:- G:0 T:0,NA
gpt_3_5_turbo,s7,IE,-0.00970592760296296,8.529991439885264e-4,-0.00375410427488593,-0.02057496550720873,-0.00748080636067422,-0.01119942230373586,0.00116311030128281,0.00918680464865128,0.00369121375396398,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s7,SE,1.1094737495138352e-4,4.4071077608705104e-4,1.7046891718068156e-4,-0.07265422751363036,-0.07059858521893068,-0.06904978442561147,0.07287612226353314,0.07148000677110479,0.06939072225997284,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s8,TV,0.08790523690773061,0.05615241345258402,0.06863417896361847,0.00533690026714048,-0.02796603859847545,-0.01006685794670647,0.17047357354832074,0.14027086550364348,0.1473352158739434,+,0,0,FALSE,C:+ G:0 T:0,NA
gpt_3_5_turbo,s8,DE,-0.00156497125031271,0.00378688396898505,0.02540426669172411,-0.02893926546913014,-0.02415410526968344,-7.413406477230974e-4,0.02580932296850471,0.03172787320765356,0.05154987403117133,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s8,IE,-0.09209822464087628,-0.05519085738065987,-0.04642594767302992,-0.10729050737015888,-0.07011478730614937,-0.06170846882265322,-0.0769059419115937,-0.04026692745517037,-0.0311434265234066,-,-,-,TRUE,C:- G:- T:-,-
gpt_3_5_turbo,s8,SE,0.0026280164828329502,0.0028253278970609,0.00319603540113556,-0.07458173982010527,-0.07275787783515826,-0.07041506468166103,0.07983777278577117,0.07840853362928006,0.07680713548393217,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s9,TV,-0.0366477290483066,-0.03164926030787698,-0.07019293870586696,-0.12189036360021469,-0.11917517541046042,-0.14723503037882557,0.04859490550360147,0.05587665479470645,0.00684915296709165,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s9,DE,-0.0367017332180518,-0.02691827100532332,-0.03317040866506172,-0.06059951820285587,-0.04906409009606066,-0.05620113128688382,-0.01280394823324772,-0.00477245191458598,-0.01013968604323961,-,-,-,TRUE,C:- G:- T:-,-
gpt_3_5_turbo,s9,IE,-0.00260239435274706,4.495618611892778e-4,0.03816315266270374,-0.01981293350846407,-0.01616856410472884,0.02326341274791154,0.01460814480296993,0.01706768782710739,0.05306289257749593,0,0,+,FALSE,C:0 G:0 T:+,NA
gpt_3_5_turbo,s9,SE,0.00254839018300187,0.00428142744136438,-0.00114062262189849,-0.07097901511294233,-0.07297167862181844,-0.06991597009731237,0.07607579547894608,0.08153453350454723,0.0676347248535154,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s10,TV,0.00764379777373603,0.00936380852380321,0.01047162794767462,-0.07273435190217857,-0.07529846701127194,-0.0674854766210132,0.08802194744965063,0.09402608405887838,0.08842873251636243,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s10,DE,0.00345364384717133,-1.28521451427563e-4,0.00768346587806923,-0.02944459126070271,-0.03027670478495698,-0.02099813298273684,0.03635187895504537,0.03001966188210185,0.03636506473887532,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s10,IE,-0.00400094327092882,-0.00925648155869311,9.7742431713324e-4,-0.01248370622479741,-0.02015311103214356,-0.00985329060659162,0.00448181968293976,0.00164014791475733,0.0118081392408581,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s10,SE,-1.892106556358732e-4,-2.358484165376676e-4,-0.00376558638673862,-0.07081733792515035,-0.0776695205066441,-0.07413303927797564,0.0704389166138786,0.07719782367356877,0.06660186650449838,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s11,TV,0.06627541422133883,0.0351149069681685,0.05777942362139758,-0.01427768091758016,-0.04799590084647546,-0.02137793898120738,0.14682850936025782,0.11822571478281246,0.13693678622400254,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s11,DE,0.01038069549630297,0.00379811214579752,0.0044263295679949,-0.00894883081325665,-0.02581293874542943,-0.02033416280760559,0.02971022180586261,0.03340916303702448,0.0291868219435954,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s11,IE,-0.05539828305472397,-0.03521995736297646,-0.05153241257460722,-0.0672603891358057,-0.04876592893791719,-0.06458341263118964,-0.04353617697364223,-0.02167398578803573,-0.03848141251802481,-,-,-,TRUE,C:- G:- T:-,-
gpt_3_5_turbo,s11,SE,-4.964356703118823e-4,0.00390316254060548,-0.00182068147879545,-0.07772535138344497,-0.06840195773555087,-0.07324769290270244,0.07673248004282121,0.07620828281676183,0.06960632994511154,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s12,TV,-0.00362221013881342,0.00419971374821087,-0.00714566966043543,-0.0847653644100064,-0.07978623057710817,-0.08480380850818113,0.07752094413237956,0.08818565807352992,0.07051246918731026,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s12,DE,-0.01104495982817825,-0.01688279613712361,-0.01500315749110613,-0.03555259875441577,-0.04405855209112266,-0.03996203529319694,0.01346267909805925,0.01029295981687543,0.00995572031098467,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s12,IE,-0.00677550122547234,-0.01991623856042785,-0.00832413731639419,-0.01767417907270683,-0.029409988735692,-0.01724815919515242,0.00412317662176214,-0.0104224883851637,5.998845623640236e-4,0,-,0,FALSE,C:0 G:- T:0,NA
gpt_3_5_turbo,s12,SE,-6.47248463892487e-4,-0.00116627132490663,4.6664948572349547e-4,-0.07242200932909183,-0.07425221699480725,-0.06918710896027458,0.07112751240130687,0.071919674344994,0.07012040793172156,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s13,TV,-0.05931537072106706,-0.01259414121338264,-0.07145607160044755,-0.1392882958831949,-0.09501853687887356,-0.14802165244319032,0.0206575544410608,0.06983025445210829,0.00510950924229522,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s13,DE,-0.03516157834984709,-0.01225724109738409,-0.03602525365978472,-0.0598801607151971,-0.03715113865434286,-0.06065187838694932,-0.01044299598449707,0.01263665645957468,-0.01139862893262011,-,0,-,FALSE,C:- G:0 T:-,NA
gpt_3_5_turbo,s13,IE,0.02546053931258449,-0.00182069157078293,0.034705911121529,0.01102480312757205,-0.01312979298231822,0.0228007726924513,0.03989627549759694,0.00948840984075234,0.0466110495506067,+,0,+,FALSE,C:+ G:0 T:+,NA
gpt_3_5_turbo,s13,SE,-0.00130674694136452,0.00215759168678148,7.249068191338273e-4,-0.07145048813494333,-0.06872750853295191,-0.06786310563633606,0.06883699425221428,0.0730426919065149,0.06931291927460372,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s14,TV,0.2287600552531079,0.2381246445112537,0.22807564175484865,0.14494134290825184,0.15621893453460578,0.1509502245296402,0.31257876759796405,0.3200303544879016,0.3052010589800571,+,+,+,TRUE,C:+ G:+ T:+,+
gpt_3_5_turbo,s14,DE,0.17807622220524436,0.2034196954384101,0.17786681656043646,0.15127010912552433,0.1752824039174315,0.14751755463909144,0.2048823352849644,0.2315569869593887,0.20821607848178147,+,+,+,TRUE,C:+ G:+ T:+,+
gpt_3_5_turbo,s14,IE,-0.02667689970516944,-0.01743631203188007,-0.02467541704844648,-0.03876549005347377,-0.02929144475748951,-0.04009008221036832,-0.01458830935686513,-0.00558117930627063,-0.00926075188652464,-,-,-,TRUE,C:- G:- T:-,-
gpt_3_5_turbo,s14,SE,-0.02400693334269413,-0.01726863704096355,-0.02553340814596571,-0.11498707111451643,-0.10656210686208206,-0.1086943452925983,0.06697320442912816,0.07202483278015495,0.05762752900066687,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s1,TV,-0.02568933868336681,0.04501990637441482,0.0043528397052481,-0.08608769928422366,-0.0312719514485945,-0.07014748440110015,0.03470902191749005,0.12131176419742414,0.07885316381159636,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s1,DE,-0.04452752907100341,0.04149382480569627,-0.0105636179376647,-0.0690911893629513,0.00479918881647564,-0.03806500525478501,-0.01996386877905551,0.0781884607949169,0.01693776937945559,-,+,0,FALSE,C:- G:+ T:0,NA
llama_3_1_8b_instant,s1,IE,-0.01560352477086882,-0.00415019537421463,-0.01655433035022316,-0.0291634072416513,-0.01398698864161718,-0.03046005048061583,-0.00204364230008635,0.00568659789318792,-0.00264861021983049,-,0,-,FALSE,C:- G:0 T:-,NA
llama_3_1_8b_instant,s1,SE,-0.00323466561676777,6.241138054960832e-4,0.00163787270731034,-0.05863228707168937,-0.06950303675936735,-0.06748367265912511,0.05216295583815383,0.07075126437035952,0.0707594180737458,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s2,TV,0.01719061759723981,0.1985821702470763,0.15659818364783015,-0.03677837631597816,0.12965429472621587,0.08548937859216582,0.07115961151045778,0.2675100457679368,0.22770698870349448,0,+,+,FALSE,C:0 G:+ T:+,NA
llama_3_1_8b_instant,s2,DE,0.01626319221437451,0.17319189674930904,0.14376731029486886,-0.00966790476387186,0.13745564551525985,0.11980147476477936,0.04219428919262089,0.20892814798335824,0.16773314582495835,0,+,+,FALSE,C:0 G:+ T:+,NA
llama_3_1_8b_instant,s2,IE,0.00843158493742177,-0.00402616435970025,0.0096052586003438,-0.00608625949399562,-0.01773616563926038,-0.00680655539703201,0.02294942936883917,0.00968383691985988,0.02601707259771962,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s2,SE,-0.00935901032028707,-0.02136410913806706,-0.02243613195330508,-0.06030186257310893,-0.09432861477917032,-0.09645302035785998,0.04158384193253479,0.05160039650303619,0.05158075645124981,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s3,TV,0.06575445556312538,0.2164802395134726,0.15646473864154856,0.0063421995038248,0.14269995699419036,0.08528307127641872,0.12516671162242596,0.2902605220327548,0.2276464060066784,+,+,+,TRUE,C:+ G:+ T:+,+
llama_3_1_8b_instant,s3,DE,0.05187446802217715,0.19835493230952905,0.14119244265313963,0.02318617858110253,0.16322835699709604,0.1162547529216318,0.08056275746325177,0.233481507621962,0.16613013238464744,+,+,+,TRUE,C:+ G:+ T:+,+
llama_3_1_8b_instant,s3,IE,-0.00263425928716259,-0.0037225016944417,0.00650800430118501,-0.01530138145986689,-0.01879762827603127,-0.0105316738971974,0.0100328628855417,0.01135262488714787,0.02354768249956744,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s3,SE,-0.01124572825378564,-0.01440280550950183,-0.02178030028959395,-0.07098700972235397,-0.09450929169203748,-0.0979965155127973,0.04849555321478267,0.06570368067303381,0.0544359149336094,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s4,TV,0.05807469531450295,0.1699418455593144,0.08961349183023906,0.00822391659136063,0.09605018890180596,0.02518392866488446,0.10792547403764528,0.24383350221682284,0.15404305499559368,+,+,+,TRUE,C:+ G:+ T:+,+
llama_3_1_8b_instant,s4,DE,0.05588317617045979,0.1736376382502306,0.09405241826664094,0.03541955030928132,0.14507586223862906,0.07390993303366264,0.07634680203163827,0.20219941426183213,0.11419490349961924,+,+,+,TRUE,C:+ G:+ T:+,+
llama_3_1_8b_instant,s4,IE,-0.00587057883122321,9.44885928905938e-4,-0.00271184743850673,-0.02005379513905361,-0.00673943068484175,-0.01970984278171591,0.00831263747660717,0.00862920254265362,0.01428614790470244,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s4,SE,0.00367905968718005,0.00275090676201025,0.00715077387490861,-0.0497066937482932,-0.0750246236906026,-0.06094126955318307,0.05706481312265332,0.08052643721462312,0.07524281730300031,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s5,TV,-0.0290094108454447,-0.03001156430692305,-0.0429864041256447,-0.0902154698487792,-0.11088736428629876,-0.10929627707624862,0.03219664815788979,0.05086423567245267,0.02332346882495922,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s5,DE,-0.02240727119022429,-0.02130667259238798,-0.03949825377842506,-0.04853475316830848,-0.05058408294006181,-0.05853167650932353,0.00372021078785989,0.00797073775528584,-0.02046483104752659,0,0,-,FALSE,C:0 G:0 T:-,NA
llama_3_1_8b_instant,s5,IE,0.00283198364887829,0.00297387831605318,0.00335141777978968,-0.00592295268851958,-0.00500937981272953,-0.01136423915238099,0.01158691998627616,0.01095713644483591,0.01806707471196037,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s5,SE,0.00377015600634212,0.00573101339848187,1.3673256742995345e-4,-0.05384051673820583,-0.06566456266455323,-0.06470668386551837,0.06138082875089008,0.07712658946151699,0.06498014900037827,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s6,TV,-0.27643307079231116,-0.19250445382090944,-0.14726207219878096,-0.34502732822507587,-0.27188748560313303,-0.21306496275329845,-0.2078388133595465,-0.11312142203868582,-0.08145918164426347,-,-,-,TRUE,C:- G:- T:-,-
llama_3_1_8b_instant,s6,DE,-0.2715154171200957,-0.18211781716590875,-0.15338140048705015,-0.3025478863442877,-0.22185336005868056,-0.17213182323494594,-0.2404829478959037,-0.14238227427313693,-0.13463097773915436,-,-,-,TRUE,C:- G:- T:-,-
llama_3_1_8b_instant,s6,IE,-0.00361860662801585,0.00778934150036387,-0.01000222021834261,-0.01363689133510615,6.505173548157113e-4,-0.02430940887780241,0.00639967807907443,0.01492816564591204,0.00430496844111719,0,+,0,FALSE,C:0 G:+ T:0,NA
llama_3_1_8b_instant,s6,SE,0.00853626030023133,0.00259729515463678,0.0038828919300734,-0.04076694198390217,-0.06081135306585426,-0.05373341556588429,0.05783946258436485,0.06600594337512784,0.0614991994260311,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s7,TV,-0.04942744267151673,-0.02822680141750887,-0.02410265064156655,-0.11247834618676276,-0.10452950749767398,-0.09638830089586954,0.01362346084372929,0.04807590466265624,0.04818299961273643,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s7,DE,-0.04640629595168219,-0.03420556798889692,-0.03115090141136,-0.0747313073723722,-0.0676477651286287,-0.05649159333002078,-0.01808128453099218,-7.633708491651403e-4,-0.00581020949269922,-,-,-,TRUE,C:- G:- T:-,-
llama_3_1_8b_instant,s7,IE,0.00519584082817126,-6.724736438731786e-4,-0.00646429900241771,-0.00590137998442101,-0.00916452060078651,-0.0190099481435732,0.01629306164076354,0.00781957331304015,0.00608135013873778,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s7,SE,-0.00217469410833671,-0.00530629292751486,-5.839517673757335e-4,-0.06238232814800236,-0.07352318422690303,-0.06795399748603956,0.05803293993132892,0.06291059837187331,0.0667860939512881,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s8,TV,0.06221341570884813,0.02749679685498032,0.09257339108369422,-0.00313276339779466,-0.0608893019070005,0.01262405201718049,0.12755959481549092,0.11588289561696112,0.17252273015020797,0,0,+,FALSE,C:0 G:0 T:+,NA
llama_3_1_8b_instant,s8,DE,-0.0123371484728299,0.00163529294755022,0.01124597341334401,-0.03227986195174104,-0.03621489381630497,-0.0132474996163455,0.00760556500608122,0.03948547971140543,0.03573944644303353,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s8,IE,-0.07966897809321319,-0.02789039541063182,-0.08398335346498727,-0.0965787368408995,-0.0489965427834389,-0.10001704875451442,-0.06275921934552688,-0.00678424803782475,-0.06794965817546011,-,-,-,TRUE,C:- G:- T:-,-
llama_3_1_8b_instant,s8,SE,0.00511841391153514,0.00202889150320174,0.00265593579463706,-0.06076848672795654,-0.07336963240174896,-0.07385626944311662,0.07100531455102684,0.07742741540815243,0.07916814103239074,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s9,TV,-0.09397188107425676,-0.0782047387796174,-0.15816973856086605,-0.17316784973266827,-0.16179419171071047,-0.22114180784389756,-0.01477591241584525,0.00538471415147566,-0.09519766927783456,-,0,-,FALSE,C:- G:0 T:-,NA
llama_3_1_8b_instant,s9,DE,-0.02826915670359351,-0.06148126332210432,-0.04158814623470777,-0.04826238658992565,-0.08854950352737563,-0.06115272649352943,-0.00827592681726138,-0.034413023116833,-0.02202356597588612,-,-,-,TRUE,C:- G:- T:-,-
llama_3_1_8b_instant,s9,IE,0.06024246466727524,0.01144667407062893,0.1143541664289004,0.04481781278901988,-0.0066756889477946,0.09789890756460304,0.0756671165455306,0.02956903708905247,0.13080942529319778,+,0,+,FALSE,C:+ G:0 T:+,NA
llama_3_1_8b_instant,s9,SE,0.00546025970338799,0.00527680138688415,0.00222742589725787,-0.0629764459059945,-0.06409451872883029,-0.0486547338465207,0.07389696531277049,0.07464812150259859,0.05310958564103644,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s10,TV,-0.02568933868336681,0.04501990637441482,0.0043528397052481,-0.08608769928422366,-0.0312719514485945,-0.07014748440110015,0.03470902191749005,0.12131176419742414,0.07885316381159636,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s10,DE,-0.04590055367671282,0.04170115402063262,-0.01809417307938336,-0.07095564783121336,0.00459683085850867,-0.04610229716372554,-0.02084545952221227,0.07880547718275656,0.00991395100495882,-,+,0,FALSE,C:- G:+ T:0,NA
llama_3_1_8b_instant,s10,IE,-0.02182725506712705,-0.00421129254908406,-0.02538243991505802,-0.03577923191435322,-0.01382318608143632,-0.04040125899348161,-0.00787527821990088,0.0054006009832682,-0.01036362083663444,-,0,-,FALSE,C:- G:0 T:-,NA
llama_3_1_8b_instant,s10,SE,0.00161604007378104,8.925401953018556e-4,0.00293542713042655,-0.05577491024450806,-0.06835589442529369,-0.06570378539698234,0.05900699039207014,0.0701409748158974,0.07157463965783543,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s11,TV,-0.03458734742092142,0.04179907374421086,0.06925387033668955,-0.09076281308454232,-0.04356304028381673,-0.00898477173295968,0.02158811824269947,0.12716118777223845,0.14749251240633876,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s11,DE,-0.03458951174367663,0.0159503193005222,0.01457942555129235,-0.05321866243909332,-0.01724072892961783,-0.00906854190394437,-0.01596036104825993,0.04914136753066224,0.03822739300652909,-,0,0,FALSE,C:- G:0 T:0,NA
llama_3_1_8b_instant,s11,IE,-0.00383847983132298,-0.03133829872028169,-0.05551444340079351,-0.01616754810007337,-0.04791078398368106,-0.07098223753156585,0.00849058843742739,-0.01476581345688233,-0.04004664927002117,0,-,-,FALSE,C:0 G:- T:-,NA
llama_3_1_8b_instant,s11,SE,0.00383631550856777,0.00548954427659303,8.399986153963193e-4,-0.047917113210384193,-0.06777048867231207,-0.0710139919028403,0.05558974422751975,0.07874957722549815,0.07269398913363295,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s12,TV,-0.03659703248145304,-0.03006325039531499,-0.05992537453359088,-0.10665599869074012,-0.1125803945079491,-0.13035207992326175,0.03346193372783404,0.0524538937173191,0.01050133085608,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s12,DE,-0.02225941894218086,-0.03137064607545291,-0.04448607763898594,-0.05120824298788734,-0.06352305907562295,-0.06792887958303609,0.00668940510352561,7.817669247171324e-4,-0.02104327569493578,0,0,-,FALSE,C:0 G:0 T:-,NA
llama_3_1_8b_instant,s12,IE,0.0138334127327068,-0.00532435816733304,0.01112141239925655,0.00220125965113753,-0.01792700645720611,-0.00130437774145654,0.02546556581427608,0.00727829012254001,0.02354720253996965,+,0,0,FALSE,C:+ G:0 T:0,NA
llama_3_1_8b_instant,s12,SE,5.04200806565379e-4,0.00401696248719512,0.00431788449534838,-0.06553105455252219,-0.06604712960453928,-0.06256079621962501,0.06653945616565295,0.07408105457892954,0.0711965652103218,0,0,0,TRUE,C:0 G:0 T:0,0
llama_3_1_8b_instant,s13,TV,-0.12029015806348796,-0.0694271214195089,-0.11733885836786484,-0.17540275124955856,-0.13441283748530802,-0.18280715044497944,-0.06517756487741733,-0.00444140535370975,-0.05187056629075028,-,-,-,TRUE,C:- G:- T:-,-
