Gender,Age,Education,Employment,Sentence,sentiment_score
Female,56,High School Degree,Unemployed,"A 56-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state.",0.2
Female,39,High School Degree,Employed,"A 39-year-old Female with High School Degree, currently Employed, amid constant upheaval and change.",0.6
Female,44,High School Degree,Employed,"A 44-year-old Female with High School Degree, currently Employed, rooted in security and dependable bonds.",0.8
Male,34,No High School Degree,Employed,"A 34-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",0.3
Male,55,No High School Degree,Employed,"A 55-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.7
Male,40,No High School Degree,Employed,"A 40-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.5
Female,35,No High School Degree,Employed,"A 35-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days.",0.4
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.7
Female,64,High School Degree,Unemployed,"A 64-year-old Female with High School Degree, currently Unemployed, where little stays the same from one day to the next.",0.3
Male,54,High School Degree,Employed,"A 54-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",0.8
Male,58,No High School Degree,Employed,"A 58-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine.",0.9
Male,54,No High School Degree,Employed,"A 54-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",0.8
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",0.2
Male,57,High School Degree,Employed,"A 57-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.6
Male,52,High School Degree,Employed,"A 52-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds.",0.8
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil.",0.4
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",0.6
Female,40,High School Degree,Employed,"A 40-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next.",0.4
Male,55,High School Degree,Employed,"A 55-year-old Male with High School Degree, currently Employed, held in a tense, suspended state.",0.2
Female,47,High School Degree,Employed,"A 47-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.3
Female,42,No High School Degree,Employed,"A 42-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.2
Male,57,High School Degree,Employed,"A 57-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",0.8
Female,42,No High School Degree,Unemployed,"A 42-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.4
Female,48,Degree,Unemployed,"A 48-year-old Female with Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.6
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days.",0.5
Female,54,No High School Degree,Unemployed,"A 54-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",0.1
Male,56,No High School Degree,Employed,"A 56-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",0.7
Female,45,High School Degree,Unemployed,"A 45-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil.",0.2
Male,60,No High School Degree,Employed,"A 60-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine.",0.8
Male,62,High School Degree,Employed,"A 62-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds.",0.7
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil.",0.3
Female,45,Degree,Unemployed,"A 45-year-old Female with Degree, currently Unemployed, amid constant upheaval and change.",0.4
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",0.9
Male,44,Master,Employed,"A 44-year-old Male with Master, currently Employed, moving through steady, unremarkable days.",0.6
Male,50,High School Degree,Employed,"A 50-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.5
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",0.8
Female,44,No High School Degree,Employed,"A 44-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil.",0.3
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.4
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next.",0.6
Male,53,High School Degree,Employed,"A 53-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",0.9
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.6
Male,48,PhD,Employed,"A 48-year-old Male with PhD, currently Employed, balanced on the edge of an unresolved situation.",0.4
Female,31,No High School Degree,Unemployed,"A 31-year-old Female with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",0.2
Female,41,No High School Degree,Unemployed,"A 41-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.3
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.4
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days.",0.7
Male,55,Degree,Employed,"A 55-year-old Male with Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.8
Male,64,No High School Degree,Employed,"A 64-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",0.9
Male,58,Degree,Employed,"A 58-year-old Male with Degree, currently Employed, held in a tense, suspended state.",0.5
Female,44,High School Degree,Unemployed,"A 44-year-old Female with High School Degree, currently Unemployed, amid constant upheaval and change.",0.1
Female,62,No High School Degree,Unemployed,"A 62-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",0.6
Female,53,High School Degree,Employed,"A 53-year-old Female with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",0.9
Male,48,Degree,Employed,"A 48-year-old Male with Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.7
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",0.3
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",0.5
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.6
Female,50,High School Degree,Employed,"A 50-year-old Female with High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.2
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil.",0.4
Male,46,Degree,Employed,"A 46-year-old Male with Degree, currently Employed, amid constant upheaval and change.",0.7
Female,48,No High School Degree,Employed,"A 48-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next.",0.2
Male,59,High School Degree,Employed,"A 59-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days.",0.4
Male,54,No High School Degree,Employed,"A 54-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.3
Female,39,High School Degree,Unemployed,"A 39-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine.",0.6
Male,36,High School Degree,Employed,"A 36-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",0.8
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",0.1
Female,39,No High School Degree,Unemployed,"A 39-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.5
Male,50,High School Degree,Employed,"A 50-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",0.9
Female,39,No High School Degree,Employed,"A 39-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",0.2
Female,33,Master,Unemployed,"A 33-year-old Female with Master, currently Unemployed, where little stays the same from one day to the next.",0.3
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state.",0.7
Female,51,High School Degree,Employed,"A 51-year-old Female with High School Degree, currently Employed, amid constant upheaval and change.",0.6
Male,50,PhD,Employed,"A 50-year-old Male with PhD, currently Employed, rooted in security and dependable bonds.",0.9
Male,34,High School Degree,Employed,"A 34-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",0.8
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.4
Male,56,Degree,Employed,"A 56-year-old Male with Degree, currently Employed, rooted in security and dependable bonds.",0.7
Male,42,PhD,Employed,"A 42-year-old Male with PhD, currently Employed, surrounded by a sense of rootedness and support.",0.9
Female,48,Degree,Employed,"A 48-year-old Female with Degree, currently Employed, amid constant upheaval and change.",0.8
Male,53,High School Degree,Employed,"A 53-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds.",0.5
Male,54,No High School Degree,Employed,"A 54-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days.",0.3
Female,53,High School Degree,Employed,"A 53-year-old Female with High School Degree, currently Employed, settled into a steady, reliable routine.",0.8
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",0.6
Female,56,No High School Degree,Unemployed,"A 56-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state.",0.2
Female,44,High School Degree,Employed,"A 44-year-old Female with High School Degree, currently Employed, amid constant upheaval and change.",0.4
Female,47,No High School Degree,Unemployed,"A 47-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",0.3
Male,42,No High School Degree,Employed,"A 42-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",0.2
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine.",0.7
Male,47,High School Degree,Employed,"A 47-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds.",0.9
Female,43,High School Degree,Employed,"A 43-year-old Female with High School Degree, currently Employed, in the middle of relentless turmoil.",0.5
Male,62,No High School Degree,Employed,"A 62-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.7
Male,39,Degree,Employed,"A 39-year-old Male with Degree, currently Employed, balanced on the edge of an unresolved situation.",0.6
Female,35,No High School Degree,Employed,"A 35-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil.",0.4
Female,56,No High School Degree,Unemployed,"A 56-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",0.3
Female,46,No High School Degree,Employed,"A 46-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.6
Male,49,High School Degree,Employed,"A 49-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",0.8
Male,55,No High School Degree,Employed,"A 55-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.4
Male,45,High School Degree,Employed,"A 45-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine.",0.8
Female,64,High School Degree,Unemployed,"A 64-year-old Female with High School Degree, currently Unemployed, moving through steady, unremarkable days.",0.5
Male,53,High School Degree,Employed,"A 53-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.7
Male,51,High School Degree,Employed,"A 51-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds.",0.9
Male,69,Master,Employed,"A 69-year-old Male with Master, currently Employed, surrounded by a sense of rootedness and support.",0.9
Female,43,High School Degree,Unemployed,"A 43-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.3
Female,55,No High School Degree,Unemployed,"A 55-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.4
Female,50,No High School Degree,Unemployed,"A 50-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state.",0.2
Male,56,High School Degree,Employed,"A 56-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.4
Male,56,No High School Degree,Employed,"A 56-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next.",0.6
Male,51,High School Degree,Employed,"A 51-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days.",0.7
Female,44,No High School Degree,Employed,"A 44-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.3
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",0.2
Female,43,No High School Degree,Unemployed,"A 43-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state.",0.2
Male,68,No High School Degree,Employed,"A 68-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine.",0.8
Female,48,No High School Degree,Employed,"A 48-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next.",0.2
Female,43,High School Degree,Unemployed,"A 43-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil.",0.1
Female,51,High School Degree,Employed,"A 51-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.6
Male,45,High School Degree,Employed,"A 45-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds.",0.8
Female,40,No High School Degree,Unemployed,"A 40-year-old Female with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",0.3
Male,60,High School Degree,Employed,"A 60-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.8
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",0.1
Male,40,Master,Employed,"A 40-year-old Male with Master, currently Employed, in the middle of relentless turmoil.",0.7
Female,56,High School Degree,Unemployed,"A 56-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.4
Male,56,High School Degree,Employed,"A 56-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.6
Male,56,High School Degree,Employed,"A 56-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days.",0.5
Male,58,No High School Degree,Employed,"A 58-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.4
Male,45,High School Degree,Employed,"A 45-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine.",0.7
Female,35,No High School Degree,Unemployed,"A 35-year-old Female with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",0.2
Male,63,No High School Degree,Employed,"A 63-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine.",0.8
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.6
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil.",0.3
Female,54,Degree,Unemployed,"A 54-year-old Female with Degree, currently Unemployed, amid constant upheaval and change.",0.4
Male,54,Degree,Employed,"A 54-year-old Male with Degree, currently Employed, settled into a measured, predictable routine.",0.7
Male,54,No High School Degree,Employed,"A 54-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days.",0.5
Female,60,High School Degree,Employed,"A 60-year-old Female with High School Degree, currently Employed, amid constant upheaval and change.",0.4
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",0.2
Male,53,High School Degree,Employed,"A 53-year-old Male with High School Degree, currently Employed, in the middle of relentless turmoil.",0.6
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.5
Female,48,High School Degree,Unemployed,"A 48-year-old Female with High School Degree, currently Unemployed, where little stays the same from one day to the next.",0.4
Male,62,High School Degree,Employed,"A 62-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days.",0.7
Male,52,No High School Degree,Employed,"A 52-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.3
Male,58,High School Degree,Employed,"A 58-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds.",0.8
Female,53,No High School Degree,Employed,"A 53-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil.",0.2
Male,45,No High School Degree,Employed,"A 45-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.2
Female,40,No High School Degree,Employed,"A 40-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next.",0.3
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",0.8
Male,40,Degree,Employed,"A 40-year-old Male with Degree, currently Employed, settled into a steady, reliable routine.",0.9
Female,61,High School Degree,Employed,"A 61-year-old Female with High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.4
Male,43,High School Degree,Employed,"A 43-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days.",0.6
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine.",0.7
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine.",0.85
Male,52,Degree,Employed,"A 52-year-old Male with Degree, currently Employed, moving through steady, unremarkable days.",0.65
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",0.1
Female,51,Master,Unemployed,"A 51-year-old Female with Master, currently Unemployed, where little stays the same from one day to the next.",0.2
Male,49,High School Degree,Employed,"A 49-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",0.8
Male,52,High School Degree,Employed,"A 52-year-old Male with High School Degree, currently Employed, settled into a steady, reliable routine.",0.9
Male,53,Degree,Employed,"A 53-year-old Male with Degree, currently Employed, settled into a measured, predictable routine.",0.95
Female,46,High School Degree,Employed,"A 46-year-old Female with High School Degree, currently Employed, held in a tense, suspended state.",0.3
Male,59,High School Degree,Employed,"A 59-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.4
Female,55,No High School Degree,Employed,"A 55-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",0.75
Male,59,High School Degree,Employed,"A 59-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",0.85
Female,58,High School Degree,Unemployed,"A 58-year-old Female with High School Degree, currently Unemployed, settled into a steady, reliable routine.",0.25
Male,61,No High School Degree,Employed,"A 61-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",0.7
Male,52,High School Degree,Employed,"A 52-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days.",0.6
Female,36,No High School Degree,Unemployed,"A 36-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",0.2
Female,49,Degree,Employed,"A 49-year-old Female with Degree, currently Employed, where little stays the same from one day to the next.",0.4
Male,49,High School Degree,Employed,"A 49-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",0.8
Female,47,Degree,Unemployed,"A 47-year-old Female with Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.5
Female,49,High School Degree,Unemployed,"A 49-year-old Female with High School Degree, currently Unemployed, where little stays the same from one day to the next.",0.3
Female,54,High School Degree,Unemployed,"A 54-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil.",0.1
Female,51,No High School Degree,Unemployed,"A 51-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.4
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next.",0.4
Female,58,Degree,Unemployed,"A 58-year-old Female with Degree, currently Unemployed, in the middle of relentless turmoil.",0.2
Male,52,Master,Employed,"A 52-year-old Male with Master, currently Employed, keeping to a balanced, ordinary rhythm.",0.7
Female,70,No High School Degree,Employed,"A 70-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",0.9
Female,55,No High School Degree,Employed,"A 55-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days.",0.6
Male,34,Degree,Employed,"A 34-year-old Male with Degree, currently Employed, amid constant upheaval and change.",0.5
Male,57,No High School Degree,Employed,"A 57-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine.",0.3
Female,50,High School Degree,Unemployed,"A 50-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil.",0.1
Male,57,Degree,Employed,"A 57-year-old Male with Degree, currently Employed, navigating a fragile, uncertain stretch.",0.7
Male,57,No High School Degree,Employed,"A 57-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine.",0.8
Female,50,High School Degree,Employed,"A 50-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days.",0.6
Male,44,Degree,Employed,"A 44-year-old Male with Degree, currently Employed, settled into a steady, reliable routine.",0.8
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",0.8
Male,44,Degree,Employed,"A 44-year-old Male with Degree, currently Employed, moving through steady, unremarkable days.",0.6
Female,41,High School Degree,Unemployed,"A 41-year-old Female with High School Degree, currently Unemployed, amid constant upheaval and change.",0.2
Female,52,No High School Degree,Unemployed,"A 52-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.4
Female,59,No High School Degree,Employed,"A 59-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state.",0.5
Female,50,High School Degree,Employed,"A 50-year-old Female with High School Degree, currently Employed, amid constant upheaval and change.",0.3
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",0.7
Female,52,No High School Degree,Unemployed,"A 52-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state.",0.4
Male,62,Master,Employed,"A 62-year-old Male with Master, currently Employed, settled into a steady, reliable routine.",0.9
Female,47,High School Degree,Employed,"A 47-year-old Female with High School Degree, currently Employed, settled into a measured, predictable routine.",0.8
Male,52,Degree,Employed,"A 52-year-old Male with Degree, currently Employed, surrounded by a sense of rootedness and support.",0.7
Female,50,High School Degree,Unemployed,"A 50-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.5
Male,45,High School Degree,Employed,"A 45-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine.",0.8
Male,54,No High School Degree,Employed,"A 54-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",0.6
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, amid constant upheaval and change.",0.3
Male,55,High School Degree,Employed,"A 55-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine.",0.8
Female,41,High School Degree,Employed,"A 41-year-old Female with High School Degree, currently Employed, held in a tense, suspended state.",0.6
Female,42,No High School Degree,Unemployed,"A 42-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",0.2
Male,56,High School Degree,Employed,"A 56-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine.",0.8
Female,44,No High School Degree,Unemployed,"A 44-year-old Female with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",0.1
