Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,51,Some priors,"This Non-White, age 51, with Some priors, treads lightly in a world where everything hangs by a thread.",0.008238544687628746
White-Caucasian,47,Many priors,"A White-Caucasian, age 47, with Many priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.9950214624404907
Non-White,50,Some priors,This 50-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.006330606993287802
Non-White,48,Some priors,"At 48, the Non-White with Some priors steps carefully through fragile arrangements that might collapse with a whisper.",0.9727479815483093
White-Caucasian,54,Some priors,"A White-Caucasian, age 54, with Some priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.7614167928695679
Non-White,56,No prior convictions,"This Non-White, age 56, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.01009276881814003
White-Caucasian,44,No prior convictions,"This 44-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.010184048675000668
Non-White,40,Some priors,"A Non-White aged 40, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.010752362199127674
White-Caucasian,37,No prior convictions,"At 37, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.4367075264453888
White-Caucasian,53,Some priors,"A White-Caucasian, 53, with Some priors, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.06339918076992035
White-Caucasian,42,Some priors,"This White-Caucasian, age 42, with Some priors, treads lightly in a world where everything hangs by a thread.",0.9530118107795715
Non-White,34,Some priors,This 34-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.007756802719086409
Non-White,52,No prior convictions,"At 52, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.988885760307312
Non-White,67,No prior convictions,"This 67-year-old Non-White, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.0014747644308954477
White-Caucasian,49,No prior convictions,"At 49, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.007021709810942411
Non-White,55,No prior convictions,"At 55, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.014688658528029919
White-Caucasian,50,No prior convictions,This 50-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.009875874035060406
Non-White,49,Some priors,This 49-year-old Non-White with Some priors moves through days framed by dependability and strong bonds.,0.00582163454964757
White-Caucasian,56,No prior convictions,"A White-Caucasian, 56, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.495945543050766
White-Caucasian,47,No prior convictions,This 47-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.012000168673694134
White-Caucasian,51,No prior convictions,"This 51-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.008454795926809311
White-Caucasian,52,No prior convictions,"This 52-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.008156826719641685
Non-White,45,No prior convictions,"This 45-year-old Non-White, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.0011502671986818314
White-Caucasian,56,No prior convictions,"At 56, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.08874461054801941
Non-White,48,No prior convictions,"At 48, the Non-White with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.9771907329559326
White-Caucasian,44,No prior convictions,"This White-Caucasian, age 44, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.0019485533703118563
Non-White,53,No prior convictions,"At 53, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.013480394147336483
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.9542893767356873
White-Caucasian,50,No prior convictions,"At 50, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.01361353974789381
Non-White,49,Some priors,This 49-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.00582163454964757
White-Caucasian,57,Some priors,"At 57, this White-Caucasian with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.8694649338722229
White-Caucasian,53,Some priors,This 53-year-old White-Caucasian with Some priors moves through days framed by dependability and strong bonds.,0.010031596757471561
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.9889722466468811
Non-White,55,Some priors,"At 55, this Non-White with Some priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.05852723494172096
White-Caucasian,59,No prior convictions,"A White-Caucasian aged 59, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.985233724117279
White-Caucasian,53,Many priors,"A White-Caucasian, age 53, with Many priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.9947488903999329
Non-White,50,No prior convictions,"At 50, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.9892011880874634
White-Caucasian,40,No prior convictions,This 40-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.011484983377158642
White-Caucasian,42,No prior convictions,"A White-Caucasian, 42, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.9783843755722046
White-Caucasian,47,Some priors,This 47-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.012000168673694134
Non-White,45,No prior convictions,"At 45, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.005962510127574205
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.9896042346954346
White-Caucasian,50,No prior convictions,"This White-Caucasian, age 50, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.0020646967459470034
White-Caucasian,53,No prior convictions,"At 53, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.006243626121431589
White-Caucasian,49,Many priors,"A White-Caucasian aged 49, with Many priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.9933937191963196
Non-White,53,No prior convictions,This 53-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.002789650345221162
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.20244373381137848
White-Caucasian,36,No prior convictions,"This 36-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.017824530601501465
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.016405601054430008
White-Caucasian,48,No prior convictions,"This White-Caucasian, age 48, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.0022400827147066593
Non-White,41,No prior convictions,"A Non-White, 41, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.9861061573028564
White-Caucasian,54,No prior convictions,"At 54, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.6811742782592773
White-Caucasian,60,No prior convictions,"A White-Caucasian aged 60, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.9820780158042908
White-Caucasian,58,No prior convictions,"At 58, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.2816528081893921
Non-White,48,Some priors,"At 48, this Non-White with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.04106771945953369
Non-White,60,No prior convictions,This 60-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.002727400278672576
Non-White,51,Many priors,"A Non-White aged 51, with Many priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.008863263763487339
White-Caucasian,47,Some priors,This 47-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.012000168673694134
Non-White,45,No prior convictions,"At 45, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.005962510127574205
White-Caucasian,47,No prior convictions,"At 47, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.9341053366661072
White-Caucasian,47,No prior convictions,"A White-Caucasian, 47, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.9704274535179138
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.015220980159938335
White-Caucasian,51,Some priors,"At 51, this White-Caucasian with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.7099620699882507
White-Caucasian,50,No prior convictions,"At 50, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.003857393516227603
White-Caucasian,53,No prior convictions,"A White-Caucasian, age 53, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.008148746564984322
White-Caucasian,58,Some priors,This 58-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.013044483959674835
White-Caucasian,56,No prior convictions,"This White-Caucasian, age 56, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.0018286060076206923
Non-White,39,Some priors,"At 39, the Non-White with Some priors lives in routines that offer just enough structure to breathe easy.",0.9926295280456543
White-Caucasian,32,No prior convictions,This 32-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.9627728462219238
Non-White,56,Some priors,"This 56-year-old Non-White, with Some priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.00485082296654582
Non-White,40,No prior convictions,"This Non-White, age 40, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.009588907472789288
White-Caucasian,48,Many priors,"At 48, this White-Caucasian with Many priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.9950810670852661
White-Caucasian,41,No prior convictions,"At 41, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.005513000767678022
White-Caucasian,37,No prior convictions,"A White-Caucasian, age 37, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.008307193405926228
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.00899527594447136
White-Caucasian,55,No prior convictions,"At 55, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.005792112555354834
Non-White,45,Some priors,"At 45, this Non-White with Some priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.008887575007975101
White-Caucasian,31,No prior convictions,"A White-Caucasian aged 31, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.987622082233429
Non-White,46,No prior convictions,"At 46, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.9911625385284424
White-Caucasian,52,Some priors,"A White-Caucasian aged 52, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.7782026529312134
White-Caucasian,39,No prior convictions,"A White-Caucasian aged 39, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.9843738079071045
Non-White,51,Some priors,"At 51, this Non-White with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.025296028703451157
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.03201702982187271
White-Caucasian,54,No prior convictions,"At 54, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.6811742782592773
Non-White,50,No prior convictions,This 50-year-old Non-White with No prior convictions moves through days framed by dependability and strong bonds.,0.003116156440228224
White-Caucasian,43,No prior convictions,"At 43, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.005175846628844738
Non-White,58,No prior convictions,"A 58-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.012088751420378685
Non-White,48,No prior convictions,"This 48-year-old Non-White, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.0016925539821386337
White-Caucasian,49,No prior convictions,"At 49, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.007021709810942411
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.9542893767356873
White-Caucasian,46,No prior convictions,"A White-Caucasian aged 46, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.9854377508163452
Non-White,43,Some priors,This 43-year-old Non-White with Some priors moves through days framed by dependability and strong bonds.,0.004941759165376425
Non-White,48,Many priors,"At 48, this Non-White with Many priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.24992062151432037
White-Caucasian,61,No prior convictions,"At 61, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.8276879191398621
White-Caucasian,40,No prior convictions,"At 40, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.030413314700126648
Non-White,38,No prior convictions,"At 38, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.9869593977928162
Non-White,60,No prior convictions,"A Non-White, age 60, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.9845941066741943
Non-White,48,Many priors,"This Non-White, age 48, with Many priors, treads lightly in a world where everything hangs by a thread.",0.01016245037317276
White-Caucasian,45,Many priors,"At 45, this White-Caucasian with Many priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.9916185736656189
White-Caucasian,57,Many priors,"At 57, the White-Caucasian with Many priors steps carefully through fragile arrangements that might collapse with a whisper.",0.9935844540596008
White-Caucasian,45,No prior convictions,"A White-Caucasian, 45, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.9756130576133728
Non-White,62,Some priors,This 62-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.006108842324465513
White-Caucasian,54,Some priors,"This White-Caucasian, age 54, with Some priors, treads lightly in a world where everything hangs by a thread.",0.07852450758218765
Non-White,46,No prior convictions,This 46-year-old Non-White with No prior convictions moves through days framed by dependability and strong bonds.,0.003268573898822069
White-Caucasian,65,No prior convictions,"At 65, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.0043691243045032024
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.009107477962970734
Non-White,55,No prior convictions,"This Non-White, age 55, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.00900669302791357
Non-White,52,No prior convictions,"This Non-White, age 52, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.009215973317623138
White-Caucasian,59,No prior convictions,"A 59-year-old White-Caucasian with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.9615200757980347
White-Caucasian,60,Some priors,"At 60, this White-Caucasian with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.2623656690120697
White-Caucasian,50,Some priors,This 50-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.009875874035060406
Non-White,44,No prior convictions,This 44-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.0029412852600216866
Non-White,53,Many priors,"At 53, this Non-White with Many priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.029403701424598694
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.01179113145917654
Non-White,64,No prior convictions,"At 64, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.010747088119387627
Non-White,50,No prior convictions,"A Non-White, age 50, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.9849222302436829
White-Caucasian,47,Some priors,"This 47-year-old White-Caucasian, with Some priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.009757081978023052
Non-White,51,No prior convictions,"This Non-White, age 51, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.00978103093802929
White-Caucasian,40,No prior convictions,"A White-Caucasian aged 40, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.9835776090621948
White-Caucasian,43,Many priors,"A White-Caucasian, age 43, with Many priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.994892954826355
Non-White,58,Some priors,"A Non-White, 58, with Some priors, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.01190364733338356
White-Caucasian,45,No prior convictions,This 45-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.011525329202413559
White-Caucasian,42,Many priors,"This 42-year-old White-Caucasian, with Many priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.0082066860049963
Non-White,53,No prior convictions,"At 53, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.9893203973770142
White-Caucasian,58,Some priors,"A 58-year-old White-Caucasian with Some priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.9310606718063354
Non-White,55,No prior convictions,This 55-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.0032233453821390867
White-Caucasian,56,No prior convictions,"At 56, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.08874461054801941
White-Caucasian,44,Some priors,"At 44, the White-Caucasian with Some priors lives in routines that offer just enough structure to breathe easy.",0.9856640100479126
White-Caucasian,40,No prior convictions,"This 40-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.008151528425514698
White-Caucasian,60,Some priors,This 60-year-old White-Caucasian with Some priors moves through days framed by dependability and strong bonds.,0.007468712516129017
Non-White,47,No prior convictions,"This Non-White, age 47, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.011425741948187351
White-Caucasian,48,No prior convictions,"A White-Caucasian, age 48, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.008335258811712265
Non-White,59,No prior convictions,"At 59, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.9849570393562317
White-Caucasian,53,No prior convictions,"A White-Caucasian, 53, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.82728511095047
Non-White,53,No prior convictions,This 53-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.002789650345221162
Non-White,65,Some priors,"At 65, this Non-White with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.016929779201745987
Non-White,45,Some priors,This 45-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.005218115635216236
White-Caucasian,56,No prior convictions,"This 56-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.007527939043939114
White-Caucasian,50,No prior convictions,This 50-year-old White-Caucasian with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.009875874035060406
White-Caucasian,51,No prior convictions,"A White-Caucasian, age 51, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.009034005925059319
Non-White,60,Some priors,This 60-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.005626579746603966
White-Caucasian,53,No prior convictions,"At 53, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.7980031967163086
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.9939165711402893
Non-White,57,Some priors,"A Non-White, age 57, with Some priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.016738934442400932
White-Caucasian,47,No prior convictions,"This White-Caucasian, age 47, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.0021157036535441875
Non-White,44,No prior convictions,"A Non-White, age 44, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.984633207321167
White-Caucasian,42,No prior convictions,"A White-Caucasian aged 42, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.9865276217460632
White-Caucasian,36,No prior convictions,This 36-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.04211370646953583
Non-White,64,No prior convictions,"At 64, the Non-White with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.7792284488677979
White-Caucasian,42,Some priors,"A White-Caucasian, 42, with Some priors, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.11044275760650635
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.08080416917800903
White-Caucasian,48,No prior convictions,This 48-year-old White-Caucasian with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.012387285009026527
White-Caucasian,52,Some priors,"At 52, the White-Caucasian with Some priors lives in routines that offer just enough structure to breathe easy.",0.9757684469223022
Non-White,55,No prior convictions,"A Non-White, age 55, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.9840251803398132
Non-White,56,Many priors,"This 56-year-old Non-White, with Many priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.008385769091546535
Non-White,45,Some priors,This 45-year-old Non-White with Some priors moves through days framed by dependability and strong bonds.,0.005218115635216236
White-Caucasian,48,Some priors,"A White-Caucasian aged 48, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.9569458365440369
Non-White,51,Some priors,"A Non-White, 51, with Some priors, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.01467933040112257
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.9224766492843628
White-Caucasian,61,No prior convictions,"This White-Caucasian, age 61, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.00226937816478312
Non-White,53,No prior convictions,This 53-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.002789650345221162
White-Caucasian,55,No prior convictions,"A White-Caucasian aged 55, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.980535626411438
Non-White,54,Some priors,This 54-year-old Non-White with Some priors moves through days framed by dependability and strong bonds.,0.005145785864442587
White-Caucasian,58,No prior convictions,This 58-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.013044483959674835
White-Caucasian,51,No prior convictions,"At 51, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.12356247752904892
Non-White,40,No prior convictions,"A Non-White, age 40, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.9844807386398315
