Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,54,No prior convictions,"In the restless tempo of life, a Non-White aged 54 with No prior convictions moves through scenes that refuse to settle.",0.5
White-Caucasian,55,No prior convictions,"At 55, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.8
White-Caucasian,70,No prior convictions,"This White-Caucasian, aged 70 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
White-Caucasian,55,No prior convictions,"This White-Caucasian, aged 55 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
Non-White,49,Some priors,"At 49, the Non-White with Some priors lingers in the delicate pause between hope and unease.",0.5
Non-White,43,Many priors,"In the restless tempo of life, a Non-White aged 43 with Many priors moves through scenes that refuse to settle.",0.5
White-Caucasian,52,Some priors,"A 52-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
Non-White,48,Some priors,A 48-year-old Non-White with Some priors steps carefully through fragile days where balance feels like a distant mirage.,0.33
White-Caucasian,51,Some priors,"At 51, this White-Caucasian with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
Non-White,56,No prior convictions,"At 56, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.5
Non-White,39,No prior convictions,"At 39, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
Non-White,44,Some priors,"This Non-White, aged 44 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
White-Caucasian,34,No prior convictions,"At 34, the White-Caucasian with No prior convictions lingers in the delicate pause between hope and unease.",0.5
White-Caucasian,55,Some priors,"At 55, this White-Caucasian with Some priors follows a steady path through the mild currents of everyday life.",0.5
White-Caucasian,40,Some priors,"At 40, the White-Caucasian with Some priors lingers in the delicate pause between hope and unease.",0.5
Non-White,35,Some priors,"The Non-White, 35 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.5
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
Non-White,64,No prior convictions,"A 64-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.3
White-Caucasian,54,No prior convictions,"At 54, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.8
White-Caucasian,58,No prior convictions,"This White-Caucasian, aged 58 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.8
Non-White,53,Some priors,"At 53, this Non-White with Some priors thrives amid the reassuring patterns of a well-rooted life.",0.8
White-Caucasian,57,No prior convictions,"At 57, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.8
White-Caucasian,52,No prior convictions,"This White-Caucasian, aged 52 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.5
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.5
Non-White,47,No prior convictions,A 47-year-old Non-White with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.5
Non-White,42,No prior convictions,"This Non-White, 42 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.5
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.8
Non-White,42,No prior convictions,"At 42, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.5
Non-White,48,No prior convictions,"This Non-White, 48 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.5
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.75
Non-White,54,Some priors,"At 54, this Non-White with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
White-Caucasian,56,Some priors,A 56-year-old White-Caucasian with Some priors enjoys the comfort of structured days and the calm of reliable surroundings.,0.6
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.5
White-Caucasian,60,Some priors,"This White-Caucasian, aged 60 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
White-Caucasian,62,No prior convictions,"At 62, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.8
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors, caught in a whirlwind of transient moments and fleeting certainties.",0.3
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.5
White-Caucasian,43,No prior convictions,"This White-Caucasian, aged 43 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
White-Caucasian,44,No prior convictions,"The White-Caucasian, 44 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.8
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.8
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.5
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.5
Non-White,49,No prior convictions,"In the restless tempo of life, a Non-White aged 49 with No prior convictions moves through scenes that refuse to settle.",0.5
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors thrives amid the reassuring patterns of a well-rooted life.",0.8
Non-White,54,No prior convictions,"The Non-White, 54 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.8
White-Caucasian,48,Many priors,"At 48, the White-Caucasian with Many priors lingers in the delicate pause between hope and unease.",0.5
Non-White,31,No prior convictions,"At 31, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
Non-White,41,No prior convictions,A 41-year-old Non-White with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.5
White-Caucasian,47,No prior convictions,"This White-Caucasian, 47 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.5
White-Caucasian,43,No prior convictions,"The White-Caucasian, 43 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.8
White-Caucasian,55,No prior convictions,"The White-Caucasian, 55 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.8
White-Caucasian,64,No prior convictions,"This White-Caucasian, aged 64 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.5
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.3
Non-White,62,No prior convictions,"A 62-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
Non-White,53,Many priors,"This Non-White, aged 53 with Many priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
White-Caucasian,48,Some priors,"At 48, this White-Caucasian with Some priors follows a steady path through the mild currents of everyday life.",0.5
White-Caucasian,48,No prior convictions,"This White-Caucasian, aged 48 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.5
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.7
Non-White,50,No prior convictions,"This Non-White, 50 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.5
White-Caucasian,46,Some priors,"At 46, this White-Caucasian with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
White-Caucasian,46,No prior convictions,"In the restless tempo of life, a White-Caucasian aged 46 with No prior convictions moves through scenes that refuse to settle.",0.3
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.5
White-Caucasian,59,Some priors,"A 59-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
White-Caucasian,54,No prior convictions,"This White-Caucasian, 54 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.5
Non-White,39,Some priors,"A 39-year-old Non-White with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.75
White-Caucasian,36,No prior convictions,"At 36, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.8
Non-White,54,Some priors,"A 54-year-old Non-White with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.3
Non-White,39,No prior convictions,"At 39, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.5
White-Caucasian,50,Many priors,"At 50, this White-Caucasian with Many priors thrives amid the reassuring patterns of a well-rooted life.",0.8
Non-White,39,No prior convictions,"At 39, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
Non-White,33,No prior convictions,"A 33-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.5
Non-White,51,Some priors,"At 51, the Non-White with Some priors lingers in the delicate pause between hope and unease.",0.5
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.5
White-Caucasian,50,Some priors,A 50-year-old White-Caucasian with Some priors enjoys the comfort of structured days and the calm of reliable surroundings.,0.5
White-Caucasian,34,No prior convictions,"This White-Caucasian, aged 34 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.7
White-Caucasian,56,Some priors,"This White-Caucasian, aged 56 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
White-Caucasian,42,No prior convictions,A 42-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.8
Non-White,48,Some priors,"In the restless tempo of life, a Non-White aged 48 with Some priors moves through scenes that refuse to settle.",0.5
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.8
White-Caucasian,54,No prior convictions,"The White-Caucasian, 54 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.8
Non-White,53,No prior convictions,"This Non-White, aged 53 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.8
Non-White,56,No prior convictions,"At 56, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.5
Non-White,44,No prior convictions,"In the restless tempo of life, a Non-White aged 44 with No prior convictions moves through scenes that refuse to settle.",0.5
Non-White,47,No prior convictions,"In the restless tempo of life, a Non-White aged 47 with No prior convictions moves through scenes that refuse to settle.",0.5
White-Caucasian,42,Many priors,A 42-year-old White-Caucasian with Many priors steps carefully through fragile days where balance feels like a distant mirage.,0.33
White-Caucasian,50,No prior convictions,"At 50, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.8
White-Caucasian,47,Some priors,"This White-Caucasian, aged 47 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.7
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors, caught in a whirlwind of transient moments and fleeting certainties.",0.3
White-Caucasian,62,No prior convictions,"The White-Caucasian, 62 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.8
White-Caucasian,39,No prior convictions,A 39-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.5
Non-White,35,No prior convictions,"In the restless tempo of life, a Non-White aged 35 with No prior convictions moves through scenes that refuse to settle.",0.5
Non-White,56,No prior convictions,"At 56, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
Non-White,46,Many priors,A 46-year-old Non-White with Many priors steps carefully through fragile days where balance feels like a distant mirage.,0.33
White-Caucasian,49,Many priors,A 49-year-old White-Caucasian with Many priors enjoys the comfort of structured days and the calm of reliable surroundings.,0.5
White-Caucasian,55,Many priors,"This White-Caucasian, 55 years old with Many priors, dwells in a world poised on the edge of certainty and collapse.",0.2
White-Caucasian,45,No prior convictions,"The White-Caucasian, 45 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.8
Non-White,64,Some priors,"A 64-year-old Non-White with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
White-Caucasian,53,Some priors,A 53-year-old White-Caucasian with Some priors steps carefully through fragile days where balance feels like a distant mirage.,0.33
White-Caucasian,51,No prior convictions,A 51-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.8
White-Caucasian,69,No prior convictions,A 69-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.8
Non-White,43,Some priors,A 43-year-old Non-White with Some priors steps carefully through fragile days where balance feels like a distant mirage.,0.33
Non-White,55,No prior convictions,A 55-year-old Non-White with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.5
Non-White,50,No prior convictions,"At 50, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.5
White-Caucasian,56,No prior convictions,"At 56, the White-Caucasian with No prior convictions lingers in the delicate pause between hope and unease.",0.5
White-Caucasian,56,Some priors,"A 56-year-old White-Caucasian with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.3
White-Caucasian,51,Some priors,"The White-Caucasian, 51 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.5
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
Non-White,48,Many priors,"At 48, this Non-White with Many priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.33
Non-White,43,No prior convictions,"This Non-White, 43 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.5
White-Caucasian,68,No prior convictions,"At 68, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.8
Non-White,48,No prior convictions,"In the restless tempo of life, a Non-White aged 48 with No prior convictions moves through scenes that refuse to settle.",0.5
Non-White,43,Some priors,"At 43, this Non-White with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
Non-White,51,No prior convictions,"At 51, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.5
White-Caucasian,45,No prior convictions,"At 45, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.8
Non-White,40,Many priors,"In the restless tempo of life, a Non-White aged 40 with Many priors moves through scenes that refuse to settle.",0.5
White-Caucasian,60,Some priors,"At 60, this White-Caucasian with Some priors follows a steady path through the mild currents of everyday life.",0.5
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.8
White-Caucasian,40,Many priors,"At 40, this White-Caucasian with Many priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.3
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
White-Caucasian,56,Some priors,"This White-Caucasian, 56 years old with Some priors, dwells in a world poised on the edge of certainty and collapse.",0.3
White-Caucasian,56,No prior convictions,"The White-Caucasian, 56 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.8
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
White-Caucasian,45,Some priors,"A 45-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
Non-White,35,No prior convictions,"A 35-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.5
White-Caucasian,63,Some priors,"At 63, this White-Caucasian with Some priors thrives amid the reassuring patterns of a well-rooted life.",0.8
Non-White,45,No prior convictions,"This Non-White, 45 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.5
Non-White,45,No prior convictions,"In the restless tempo of life, a Non-White aged 45 with No prior convictions moves through scenes that refuse to settle.",0.5
Non-White,54,No prior convictions,"At 54, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
White-Caucasian,54,No prior convictions,"At 54, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.7
Non-White,60,Some priors,"At 60, this Non-White with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
Non-White,45,Some priors,"The Non-White, 45 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.5
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.3
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
Non-White,48,No prior convictions,"In the restless tempo of life, a Non-White aged 48 with No prior convictions moves through scenes that refuse to settle.",0.5
White-Caucasian,62,Some priors,"The White-Caucasian, 62 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.5
White-Caucasian,52,No prior convictions,"This White-Caucasian, 52 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.5
White-Caucasian,58,Many priors,"This White-Caucasian, aged 58 with Many priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.6
Non-White,53,Some priors,"In the restless tempo of life, a Non-White aged 53 with Some priors moves through scenes that refuse to settle.",0.5
White-Caucasian,45,No prior convictions,"This White-Caucasian, 45 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.5
Non-White,40,No prior convictions,"At 40, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
White-Caucasian,46,No prior convictions,A 46-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.8
White-Caucasian,40,No prior convictions,"This White-Caucasian, aged 40 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
Non-White,61,No prior convictions,"This Non-White, 61 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.5
White-Caucasian,43,Some priors,"A 43-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
White-Caucasian,51,No prior convictions,"This White-Caucasian, aged 51 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
White-Caucasian,52,Some priors,"The White-Caucasian, 52 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.5
Non-White,53,No prior convictions,"In the restless tempo of life, a Non-White aged 53 with No prior convictions moves through scenes that refuse to settle.",0.5
Non-White,51,Many priors,"In the restless tempo of life, a Non-White aged 51 with Many priors moves through scenes that refuse to settle.",0.5
White-Caucasian,49,Some priors,"At 49, this White-Caucasian with Some priors thrives amid the reassuring patterns of a well-rooted life.",0.8
White-Caucasian,52,Some priors,"This White-Caucasian, aged 52 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.7
White-Caucasian,53,Some priors,"At 53, this White-Caucasian with Some priors follows a steady path through the mild currents of everyday life.",0.5
Non-White,46,No prior convictions,"This Non-White, 46 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.5
White-Caucasian,59,No prior convictions,"At 59, the White-Caucasian with No prior convictions lingers in the delicate pause between hope and unease.",0.5
Non-White,55,No prior convictions,"The Non-White, 55 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.8
White-Caucasian,59,No prior convictions,"This White-Caucasian, aged 59 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.8
Non-White,58,Some priors,A 58-year-old Non-White with Some priors enjoys the comfort of structured days and the calm of reliable surroundings.,0.6
White-Caucasian,61,No prior convictions,A 61-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.8
White-Caucasian,52,No prior convictions,"At 52, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.6
Non-White,36,No prior convictions,"At 36, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.3
White-Caucasian,49,No prior convictions,A 49-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.8
Non-White,47,No prior convictions,"The Non-White, 47 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.7
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.3
Non-White,51,Many priors,"A 51-year-old Non-White with Many priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.75
Non-White,47,Some priors,"In the restless tempo of life, a Non-White aged 47 with Some priors moves through scenes that refuse to settle.",0.5
Non-White,58,Some priors,"In the restless tempo of life, a Non-White aged 58 with Some priors moves through scenes that refuse to settle.",0.5
White-Caucasian,52,No prior convictions,"The White-Caucasian, 52 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.8
Non-White,70,No prior convictions,"A 70-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
Non-White,55,Some priors,"A 55-year-old Non-White with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.75
White-Caucasian,34,No prior convictions,"At 34, this White-Caucasian with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.5
White-Caucasian,57,No prior convictions,"A 57-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
Non-White,50,Many priors,"At 50, this Non-White with Many priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.33
White-Caucasian,57,No prior convictions,"This White-Caucasian, 57 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.5
White-Caucasian,57,No prior convictions,"A 57-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
Non-White,50,Some priors,"The Non-White, 50 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.5
White-Caucasian,44,No prior convictions,"At 44, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.8
Non-White,50,Some priors,"The Non-White, 50 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.5
White-Caucasian,44,Some priors,"A 44-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8
